,Unnamed: 0.1,Unnamed: 0,statement_idx,report,page_num,sent_num,original_statement,final_statement,confidence,score,split,context,has_confidence_in_final_statement,raw_output_1,model_confidence_classification_1,model_logprobs1,raw_output_2,model_confidence_classification_2,model_logprobs2,raw_output_3,model_confidence_classification_3,model_logprobs3,raw_output_4,model_confidence_classification_4,model_logprobs4,raw_output_5,model_confidence_classification_5,model_logprobs5
2001,2001,83,2001,AR6_WGI,1861,10,"In the Arctic, overall snow extent and seasonal duration are projected to continue recent declines (high confidence), although mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals ","In the Arctic, mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals",medium,1,test,"(2014) projected that a strengthening of the Southern Annular Mode would decrease easterlies along Antarctica’s coasts with only small changes in katabatic winds (although this effect may diminish with stratospheric ozone recovery). In contrast, Gorter et al. (2014) regional climate model projections indicated a reduction in mean winds over the interior of Greenland by RCP4.5 2100 while coastal winds increase. Reanalysis data and climate models indicate few coherent regional trends of polar cyclone frequency or relationships with cyclone depth and size (Akperov et al., 2018, 2019; Day and Hodges, 2018; Zahn et al., 2018). 12.4.9.4 Snow and Ice Snow: Atlas.11.1 identified likely increases in surface mass balance (driven by snowfall) across Antarctica in the 20th century (medium confidence). In the Arctic, overall snow extent and seasonal duration are projected to continue recent declines (high confidence), although mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals (medium confidence) (Section 9.5.3, Atlas.9 and Atlas.11.2; Bring et al., 2016; Danco et al., 2016; AMAP , 2017; Meredith et al., 2019). Higher temperatures result in a higher percentage of Arctic precipitation falling as rain (particularly in autumn and spring) (high confidence), with most land regions (outside of Greenland and Antarctica) becoming dominated by rainfall (more than 50% of total precipitation) by RCP8.5 2100 (Bintanja and Andry, 2017; Irannezhad et al., 2017).",False,Medium,medium,"[('Medium', -0.10903361, 89.67), ('High', -2.9606895, 5.18), ('medium', -3.0914192, 4.54), ('high', -5.8677483, 0.28), ('Low', -6.035183, 0.24)]",medium,medium,"[('medium', -0.26600257, 76.64), ('high', -2.2640781, 10.39), ('Medium', -2.2651157, 10.38), ('High', -3.7312489, 2.4), (' medium', -7.2300205, 0.07)]",Medium,medium,"[('Medium', -0.10903361, 89.67), ('High', -2.9606895, 5.18), ('medium', -3.0914192, 4.54), ('high', -5.8677483, 0.28), ('Low', -6.035183, 0.24)]",Medium,medium,"[('Medium', -0.10903361, 89.67), ('High', -2.9606895, 5.18), ('medium', -3.0914192, 4.54), ('high', -5.8677483, 0.28), ('Low', -6.035183, 0.24)]",High,high,"[('High', -0.43910155, 64.46), ('Medium', -1.0695661, 34.32), ('high', -4.942989, 0.71), ('medium', -5.7387767, 0.32), ('Very', -7.45972, 0.06)]"
2016,2016,84,2016,AR6_WGI,1864,23,"Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion ","Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion",very high,3,test,"Box 10.3 identified a continuing strong role of the urban heat island in amplifying heat extremes in cities, although changes in the urban heat island are an order of magnitude smaller than projected localized warming trends (very high confidence). Coastal cities’ proximity to the sea somewhat mitigates the effect of urban heat islands (high confidence) (Salvati et al., 2017; Santamouris et al., 2017; Y . Wang et al., 2018; Martinelli et al., 2020). Cities and settlements by the sea typically experience higher humidity levels than inland regions, combining with heat to enhance heat stress and induce exceedance of critical heat stress thresholds for outdoor activities, with potential enhanced exposure to heat for informal settlements (J. Wang et al., 2019). Such threshold exceedances are projected to increase for many coastal areas (high confidence), including the Persian Gulf where heat stress is projected to be extreme (Pal and Eltahir, 2016; Ahmadalipour and Moradkhani, 2018), and some low-lying areas in Europe such as the Po Valley and coastal Mediterranean areas (Coppola et al., 2021a; Schwingshackl et al., 2021; see also the heat stress index shown in Figure 12.4d–f). Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion (very high confidence) impacting cities and settlements located especially in low-elevation coastal zones and mega-deltas (Chan et al., 2012, 2018; Karymbalis et al., 2012; Hemer et al., 2013; Aerts et al., 2014; B. Neumann et al., 2015; Hauer et al., 2016; Ranasinghe, 2016; Hinkel et al., 2018; Mavromatidi et al., 2018; Marcos et al., 2019; see also Sections 12.3, 12.4.1–12.4.7 and 12.4.9). Coastal erosion and flooding also pose challenges to critical infrastructure such as roads, subway tunnels, electricity and phone networks, wastewater management plants and buildings (Grahn and Nyberg, 2017; Pregnolato et al., 2017).",False,high,high,"[('high', -0.3642838, 69.47), ('High', -1.3807671, 25.14), ('medium', -3.293359, 3.71), ('Medium', -4.289624, 1.37), ('very', -6.4913206, 0.15)]",High,high,"[('High', -0.800346, 44.92), ('high', -0.80214655, 44.84), ('medium', -2.937759, 5.3), ('Medium', -3.0620093, 4.68), ('very', -6.998018, 0.09)]",high,high,"[('high', -0.34393665, 70.9), ('High', -1.3871496, 24.98), ('medium', -3.5884454, 2.76), ('Medium', -4.5769973, 1.03), ('very', -6.357679, 0.17)]",high,high,"[('high', -0.26817885, 76.48), ('High', -1.8658084, 15.48), ('medium', -2.764946, 6.3), ('Medium', -4.2640934, 1.41), ('very', -6.4128075, 0.16)]",high,high,"[('high', -0.5006966, 60.61), ('High', -1.187861, 30.49), ('medium', -2.8503575, 5.78), ('Medium', -3.545874, 2.88), ('very', -6.6553655, 0.13)]"
2046,2046,85,2046,AR6_WGI,1870,16,"The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America ","The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America",high,2,test,"In other regions emergence is projected at the latest in the first half of the 21st century under RCP8.5 (high confidence) (King et al., 2015; Seneviratne and Hauser, 2020). Relative to the end of 20th-century conditions, changes in humid heat stress as characterized by wet bulb temperature, indicates a ToE as early as in the first two decades of the 21st century in RCP8.5 at least in many tropical regions (most of Africa in the band 20°S–20°N, South Asia and South East Asia) (medium confidence) (Im et al., 2021). By 2050 and under RCP8.5, wet bulb temperature is projected to emerge in many other areas such as Southern Africa, North Africa, Europe, and most of Central, Southern and Eastern Asia and Northern and Eastern Australia, while under RCP2.6, emergence is either reached later in the century (Europe, Central Asia, Northern Australia), or never reached in the century (Im et al., 2021). Decrease of cold spells has already emerged above the interannual variability in Australasia, Africa and most of Northern South America, and they are projected to emerge before 2050 in the northern mid-latitudes and in Southern South America (King et al., 2015) under RCP8.5 (medium confidence, limited evidence and high agreement). Mean precipitation: Mean precipitation changes only emerged over a few regions in the historical period (increase in Northern and Eastern Europe and decrease in West Africa and Amazonia) from observations with an S/N ratio larger than one (low confidence) (Hawkins et al., 2020). The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America (high confidence) and later in other northern mid-latitude areas, depending on the scenario, albeit with different methods and emergence definitions used in climate projections (Chapter 8; Giorgi and Bi, 2009; Maraun, 2013; King et al., 2015; Akhter et al., 2018; Kumar and Ganguly, 2018; Nguyen et al., 2018; Barrow and Sauchyn, 2019; Rojas et al., 2019; Kusunoki et al., 2020; Pohl et al., 2020; W. Li et al., 2021). Decreases in mean precipitation are projected to emerge in parts of Africa by the middle of the century, and later in the Mediterranean and Southern Australia, but the emergence depends on the scenario, and specific seasons for crop growth (Nguyen et al., 2018; Rojas et al., 2019).",False,Medium,medium,"[('Medium', -1.0089124, 36.46), ('medium', -1.0849775, 33.79), ('High', -1.7062734, 18.15), ('high', -2.172338, 11.39), ('very', -7.662393, 0.05)]",medium,medium,"[('medium', -0.34296164, 70.97), ('high', -1.9453691, 14.29), ('Medium', -2.2099984, 10.97), ('High', -3.3326828, 3.57), ('very', -7.2510543, 0.07)]",Medium,medium,"[('Medium', -0.93206733, 39.37), ('High', -1.0891566, 33.65), ('medium', -1.8185248, 16.23), ('high', -2.2496905, 10.54), ('Very', -7.3834605, 0.06)]",medium,medium,"[('medium', -0.46274528, 62.96), ('high', -1.4404904, 23.68), ('Medium', -2.506803, 8.15), ('High', -2.9964004, 5.0), ('very', -6.7785144, 0.11)]",medium,medium,"[('medium', -0.5103358, 60.03), ('Medium', -1.3711051, 25.38), ('high', -2.4758816, 8.41), ('High', -2.8116875, 6.01), (' medium', -7.57815, 0.05)]"
2089,2089,86,2089,AR6_WGI,1876,8,The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance consistently occurring in most years at 2°C–3°C (medium confidence) and including several months in most years at 3°C–5°C ,The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered shared socioeconomic pathway (SSP) scenarios; such disappearance including several months in most years at 3°C–5°C,high,2,test,"Sea Ice LossRKR-A, B, H; RFC1,3,5Arctic sea ice area decreased for all months since 1970s; strongest decrease in summer (very high confidence). Arctic sea ice younger, thinner and faster moving (very high confidence). Current pan-Arctic sea ice levels unprecedented since 1850 (high confidence). Low confidence in all aspects of Antarctic sea ice prior to the satellite era. Antarctic sea ice area experienced little net change since 1979 (high confidence). The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance consistently occurring in most years at 2°C–3°C (medium confidence) and including several months in most years at 3°C–5°C (high confidence).Sections 2.3.2, 4.3.2.1, 9.3.1, 9.3.2, 12.4.9; Figures 4.2c, 4.5. Permafrost ThawRKR-A,C; RFC3,5Increases in permafrost temperatures in the upper 30 m over the past three to four decades throughout the permafrost regions (high confidence).",False,high,high,"[('high', -0.26467597, 76.75), ('High', -1.6499738, 19.21), ('medium', -4.0730333, 1.7), ('very', -4.214011, 1.48), ('Medium', -5.369544, 0.47)]",high,high,"[('high', -0.26467597, 76.75), ('High', -1.6499738, 19.21), ('medium', -4.0730333, 1.7), ('very', -4.214011, 1.48), ('Medium', -5.369544, 0.47)]",high,high,"[('high', -0.26467597, 76.75), ('High', -1.6499738, 19.21), ('medium', -4.0730333, 1.7), ('very', -4.214011, 1.48), ('Medium', -5.369544, 0.47)]",high,high,"[('high', -0.0877311, 91.6), ('High', -3.2965114, 3.7), ('very', -3.2977874, 3.7), ('medium', -4.874331, 0.76), ('Very', -6.44933, 0.16)]",high,high,"[('high', -0.0877311, 91.6), ('High', -3.2965114, 3.7), ('very', -3.2977874, 3.7), ('medium', -4.874331, 0.76), ('Very', -6.44933, 0.16)]"
2095,2095,87,2095,AR6_WGI,1876,18,"Northern Hemisphere (NH) Spring Snow CoverRKR-G, RFC1,3Substantial reductions in spring snow cover extent in the NH since 1978 ",Spring Snow Cover has seen substantial reductions in spring snow cover extent in the Northern Hemisphere since 1978,very high,3,test,"GMSL increase over the 20th century faster than over any preceding century in at least the last three millennia (high confidence).Up to 2050, limited scenario/GWL dependency (likely sea level rise about 0.15–0.30 m). By 2100, likely GMSL rise with respect to 1995–2014 of 0.51 (0.40–0.69) m, 0.62 (0.50–0.81) m and 0.70 (0.58–0.91) m for, respectively, GWLs of 2.0°C, 3.0°C, and 4.0°C (medium confidence). Deep uncertainty in projections for GWLs >3°C because of ice-sheet behaviour. For example, incorporation of low confidence ice-sheet processes under SSP5-8.5 (approximately 5°C) leads to a rise of 0.6-1.6 m rather than 0.7–1.1 m.Sections 9.6.1.2, 9.6.3.3, 9.6.3.4, 12.4. Sea-Level Change Commitment (2,000 years after peak GWL)RFC5GMSL commitment (over the 2000-year-long period following peak warming) of 2–6 m for 2°C peak warming, 4–10 m for 3°C peak warming, 12–16 m for 4°C peak warming, and 19–22 m for 5°C peak warming (medium agreement, limited evidence).Section 9.6.3.5. Northern Hemisphere (NH) Spring Snow CoverRKR-G, RFC1,3Substantial reductions in spring snow cover extent in the NH since 1978 (very high confidence). Since 1981, general decline in NH spring snow water equivalent (high confidence).Linear change of NH snow cover in spring of about 8% (area) per °C ofglobal warming (for GWLs <4°C).",False,High,high,"[('High', -0.15837538, 85.35), ('high', -2.0623116, 12.72), ('Medium', -4.323216, 1.33), ('Very', -5.806002, 0.3), ('medium', -6.4988694, 0.15)]",high,high,"[('high', -0.042148106, 95.87), ('High', -3.318523, 3.62), ('medium', -5.743812, 0.32), ('very', -6.5678897, 0.14), ('Medium', -8.547755, 0.02)]",high,high,"[('high', -0.042148106, 95.87), ('High', -3.318523, 3.62), ('medium', -5.743812, 0.32), ('very', -6.5678897, 0.14), ('Medium', -8.547755, 0.02)]",high,high,"[('high', -0.042148106, 95.87), ('High', -3.318523, 3.62), ('medium', -5.743812, 0.32), ('very', -6.5678897, 0.14), ('Medium', -8.547755, 0.02)]",High,high,"[('High', -0.21253213, 80.85), ('high', -1.7409517, 17.54), ('Medium', -4.5732975, 1.03), ('Very', -6.0732174, 0.23), ('medium', -6.4529037, 0.16)]"
2115,2115,88,2115,AR6_WGI,1947,16,"Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America ","Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America",high,2,test,"{Figure Atlas.11, Interactive Atlas, Atlas.3.1, Atlas.4.2, Atlas.5.1.2, Atlas.5.2.2, Atlas.5.3.2, Atlas.5.4.2, Atlas.5.5.2, Atlas.6.1.2, Atlas.6.2.2, Atlas.7.2, Atlas.8.2, Atlas.9.2, Atlas.10.2, Atlas.11.1.2, Atlas.11.2.2} Significant positive trends in precipitation have been observed in most of North Asia, parts of West Central Asia, South-Eastern South America, Northern Europe, Eastern North America, Western Antarctica and the Arctic (medium confidence). Significant negative trends have been observed in the Horn of Africa and south-west of the state of Western Australia (high confidence), parts of the Russian Far East, some parts of the Mediterranean and of the Caribbean, south-east and north-east Brazil, and southern Africa (medium confidence), with the trend in southern Africa attributed to anthropogenic (human-caused) warming of the Indian Ocean. In many other land areas there are no significant trends in annual precipitation over the period 1960–2015 though increases in average precipitation intensity have been observed in the Sahel and South East Asia (medium confidence). {Figure Atlas.11, Interactive Atlas, Atlas.3.1, Atlas.4.2, Atlas.5.1.2, Atlas.5.2.2, Atlas.5.3.2, Atlas.5.4.2, Atlas.5.5.2, Atlas.6.1.2, Atlas.6.2.2, Atlas.7.2, Atlas.8.2, Atlas.9.2, Atlas.10.2, Atlas.11.1.2, Atlas.11.2.2}The observed warming trends are projected to continue over the 21st century (high confidence) and over most land regions at a rate higher than the global average. At a global warming level of 4°C (i.e., relative to an 1850–1900 baseline) it is likely that most land areas will experience a further warming (from a 1995–2014 baseline) of at least 3°C and in some areas significantly more, including increases of 4°C–6°C in the Sahara/Sahel; South West, Central and North Asia; Northern South America and Amazonia; Western and Central, and Eastern Europe; and Western, Central and Eastern North America; and up to 8°C or more in some Arctic regions. Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America (high confidence). Ranges of regional warming for global warming levels of 1.5°C, 2°C, 3°C and 4°C, and for other time periods and emissions scenarios are available in the Interactive Atlas from Coupled Model Intercomparison Project Phases 5 and 6 (CMIP5, CMIP6) and Coordinated Regional Climate Downscaling Experiment (CORDEX) projections.",False,medium,medium,"[('medium', -0.5165779, 59.66), ('high', -1.1088555, 32.99), ('Medium', -3.2183049, 4.0), ('High', -3.4446976, 3.19), ('very', -6.930459, 0.1)]",medium,medium,"[('medium', -0.596694, 55.06), ('high', -1.4019957, 24.61), ('Medium', -2.0913992, 12.35), ('High', -2.5607576, 7.72), ('very', -6.808095, 0.11)]",medium,medium,"[('medium', -0.83728504, 43.29), ('high', -1.1764612, 30.84), ('Medium', -1.9732008, 13.9), ('High', -2.1428347, 11.73), ('very', -6.6425085, 0.13)]",medium,medium,"[('medium', -0.4620996, 63.0), ('high', -1.1082101, 33.01), ('Medium', -3.8421445, 2.14), ('High', -4.0858865, 1.68), ('very', -6.757977, 0.12)]",Medium,medium,"[('Medium', -0.9762643, 37.67), ('High', -1.0548089, 34.83), ('medium', -1.87762, 15.3), ('high', -2.1185448, 12.02), ('Very', -7.1516166, 0.08)]"
2132,2132,89,2132,AR6_WGI,1987,14,Atlas.4.5 Summary The rate of surface temperature increase has generally been more rapid in Africa than the global average and by at least 0.1°C–0.2°C during 1961–2015 ,The rate of surface temperature increase has generally been more rapid in Africa than the global average and by at least 0.1°C–0.2°C during 1961–2015,high,2,test,"For West Africa, rainfall projection is uncertain because of the contrasting signals from models (Dosio et al., 2019). Nonetheless, West Africa river basin-scale irrigation potential would decline under 2°C of global warming even for areas where water availability increases (Sylla et al., 2018). The western and eastern Sahel are projected as hotspots for delayed rainfall onset dates of about four days and six days causing reduced length of rainy season in the 1.5°C–2°C warmer climates under RCP4.5 and RCP8.5 scenarios (Kumi and Abiodun, 2018). Projected delay in rainfall cessation dates and a longer length of rainy season over the western part of the Guinea coast is likely under the same scenarios (Figure Atlas.16; Sellami et al., 2016; Kumi and Abiodun, 2018). There is a tendency towards an increase in annual mean precipitation over central Sahel and eastern Africa (Interactive Atlas, Figure Atlas.16, (Nikulin et al., 2018), especially over the Ethiopian Highlands with up to 0.5 mm day–1 (Osima et al., 2018). Atlas.4.5 Summary The rate of surface temperature increase has generally been more rapid in Africa than the global average and by at least 0.1°C–0.2°C during 1961–2015 (high confidence). Minimum temperatures have increased more rapidly than maximum temperatures over inland southern Africa (medium confidence).",False,high,high,"[('high', -0.689649, 50.18), ('medium', -0.7544073, 47.03), ('High', -4.050262, 1.74), ('Medium', -4.727016, 0.89), ('very', -6.9876666, 0.09)]",medium,medium,"[('medium', -0.5729554, 56.39), ('high', -1.2584412, 28.41), ('Medium', -2.580228, 7.58), ('High', -2.596948, 7.45), ('very', -7.1513495, 0.08)]",medium,medium,"[('medium', -0.28947875, 74.87), ('high', -1.4800267, 22.76), ('Medium', -4.3015237, 1.35), ('High', -4.7026124, 0.91), ('very', -7.800427, 0.04)]",medium,medium,"[('medium', -0.26445013, 76.76), ('high', -1.9442749, 14.31), ('Medium', -2.776268, 6.23), ('High', -3.6608276, 2.57), (' medium', -7.6769238, 0.05)]",medium,medium,"[('medium', -0.28947875, 74.87), ('high', -1.4800267, 22.76), ('Medium', -4.3015237, 1.35), ('High', -4.7026124, 0.91), ('very', -7.800427, 0.04)]"
2191,2191,90,2191,AR6_WGI,2003,4,"The assessment found that the volume of ice in New Zealand has declined by 36–61% from the mid- to late 1800s to the late 1900s (high confidence), while late-season significant snow depth has also declined in three out of four Snowy Mountain sites in Australia between 1957 and 2002 ","The assessment found that the volume of ice in New Zealand has declined by 36–61% from the mid- to late 1800s to the late 1900s, while late-season significant snow depth has also declined in three out of four Snowy Mountain sites in Australia between 1957 and 2002",high,2,test,"Future projections for precipitation extremes indicate an increase in most of Australia and New Zealand, in terms of rare daily rainfall extremes (i.e., current 20-year return 1987 AtlasAperiod events) and of short duration (sub-daily) extremes (medium confidence). Likewise, however, there is a projected increase in the frequency of drought in southern Australia (medium confidence) and in many parts of New Zealand (medium confidence). Owing to hotter and drier conditions there is high confidence that the occurrence of fire weather will increase in most of southern Australia, and medium confidence that the fire danger index will increase in many parts of New Zealand. The AR5 reported mean sea levels have also increased in Australia and New Zealand at average rates of relative sea level rise of 1.4 ± 0.6 mm yr –1 from 1900 to 2011, and 1.7 ± 0.1 mm yr –1 from 1900 to 2009, respectively (very high confidence). The assessment found that the volume of ice in New Zealand has declined by 36–61% from the mid- to late 1800s to the late 1900s (high confidence), while late-season significant snow depth has also declined in three out of four Snowy Mountain sites in Australia between 1957 and 2002 (high confidence). As mean sea level rise is projected to continue for at least several more centuries, there is very high confidence that this will lead to large increases in the frequency of extreme sea level events in Australia and New Zealand.",False,high,high,"[('high', -0.19876784, 81.97), ('medium', -2.0730774, 12.58), ('High', -3.1397393, 4.33), ('Medium', -5.2479143, 0.53), ('very', -5.267745, 0.52)]",high,high,"[('high', -0.3045807, 73.74), ('High', -1.6694527, 18.84), ('medium', -3.0307064, 4.83), ('Medium', -4.2085114, 1.49), ('very', -4.800644, 0.82)]",high,high,"[('high', -0.17605908, 83.86), ('medium', -1.9866937, 13.71), ('High', -4.2549033, 1.42), ('very', -4.8757873, 0.76), ('Medium', -6.242431, 0.19)]",high,high,"[('high', -0.100952, 90.4), ('medium', -3.1047914, 4.48), ('High', -3.293987, 3.71), ('very', -4.5123158, 1.1), ('Medium', -6.158951, 0.21)]",High,high,"[('High', -0.54007334, 58.27), ('high', -1.1058769, 33.09), ('Medium', -2.9491234, 5.24), ('medium', -3.498951, 3.02), ('Very', -6.3539715, 0.17)]"
2196,2196,91,2196,AR6_WGI,2007,20,"Atlas.7.1.1.2 Findings From Previous IPCC Assessments According to AR5 (Christensen et al., 2013), significant positive trends of temperature have been observed in Central America ","According to the Assessment Report (AR5), significant positive trends of temperature have been observed in Central America",high,2,test,"A significant positive correlation between precipitation rates in CAR and the Atlantic Multi-decadal Variability (AMV) was found (Enfield et al., 2001). A similar result was found in southern Mexico (north of SCA) in the MSD region (see case-study discussion in Section 10.4.2.3; Méndez and Magaña, 2010; Cavazos et al., 2020). On the other hand, ENSO favours wet conditions in NCA, but its effect is modulated by Pacific Decadal Variability (PDV; Maldonado et al., 2016). One of the most prominent features of the regional climate is the incidence of tropical cyclones (TCs), which represent an important hazard for almost all the countries of the region between June and November. A detailed assessment is given in Chapter 11. Atlas.7.1.1.2 Findings From Previous IPCC Assessments According to AR5 (Christensen et al., 2013), significant positive trends of temperature have been observed in Central America (high confidence), while significant precipitation trends are regionally dependent, especially during the summer. In addition, changes in climate variability and in extreme events have severely affected the region (medium confidence).",False,medium,medium,"[('medium', -0.5475055, 57.84), ('Medium', -1.4181892, 24.22), ('high', -2.5805883, 7.57), ('low', -3.1525888, 4.27), ('High', -3.3140745, 3.64)]",medium,medium,"[('medium', -0.33975866, 71.19), ('high', -1.5310638, 21.63), ('Medium', -3.5827243, 2.78), ('low', -3.7570732, 2.34), ('High', -4.281392, 1.38)]",medium,medium,"[('medium', -0.37238017, 68.91), ('high', -1.5355614, 21.53), ('Medium', -3.0269823, 4.85), ('High', -3.8257113, 2.18), ('low', -3.9964056, 1.84)]",medium,medium,"[('medium', -0.6990486, 49.71), ('Medium', -1.5137401, 22.01), ('high', -2.2545848, 10.49), ('low', -2.412643, 8.96), ('High', -3.0290694, 4.84)]",medium,medium,"[('medium', -0.6990486, 49.71), ('Medium', -1.5137401, 22.01), ('high', -2.2545848, 10.49), ('low', -2.412643, 8.96), ('High', -3.0290694, 4.84)]"
2208,2208,92,2208,AR6_WGI,2010,20,Under moderate future emissions overall negative but non-significant precipitation trends are projected for the 21st century ,Under moderate future emissions overall negative but non-significant precipitation trends are projected for the 21st century across Central America and the Caribbean,low,0,test,"Atlas.7.1.5 Summary Significant warming trends between 0.2°C and 0.3°C per decade have been observed in the three reference regions of Central America in the last 30 years, with the largest increases in the North American Monsoon region (high confidence). Changes in mean precipitation rates are less consistent and long-term trends are generally weak. Small positive trends were observed in the total annual precipitation in part of the region. Warming in the continental part of the region is projected to increase in the range of the mean global values for GWL of 1.5°C and 3°C, but in the Caribbean regional warming will be lower. Precipitation is projected to decrease with increasing GWLs, especially for CAR and SCA.Projected change in mean annual precipitation shows a large spatial variability across Central America and the Caribbean. Under moderate future emissions overall negative but non-significant precipitation trends are projected for the 21st century (low confidence). Under higher-emissions scenarios and at higher GWLs, average precipitation is likely to decrease in most of the region, particularly in the north- western and central Caribbean and part of continental Central America, especially in SCA.",False,Medium,medium,"[('Medium', -0.66767097, 51.29), ('medium', -0.7523954, 47.12), ('High', -5.1111755, 0.6), ('high', -5.345249, 0.48), ('low', -6.0706043, 0.23)]",Medium,medium,"[('Medium', -0.66767097, 51.29), ('medium', -0.7523954, 47.12), ('High', -5.1111755, 0.6), ('high', -5.345249, 0.48), ('low', -6.0706043, 0.23)]",Medium,medium,"[('Medium', -0.12488472, 88.26), ('medium', -2.2182074, 10.88), ('High', -5.3379946, 0.48), ('Low', -6.020726, 0.24), ('high', -7.3560057, 0.06)]",Medium,medium,"[('Medium', -0.58468014, 55.73), ('medium', -0.8482643, 42.82), ('High', -5.113271, 0.6), ('high', -5.509132, 0.4), ('Low', -6.2028766, 0.2)]",Medium,medium,"[('Medium', -0.067143366, 93.51), ('medium', -3.0521803, 4.73), ('High', -4.2177687, 1.47), ('Low', -6.343976, 0.18), ('high', -7.0595083, 0.09)]"
2235,2235,93,2235,AR6_WGI,2013,15,"Under high RCPs, the CMIP5 ensemble projects that all Brazilian regions will experience more rainfall variability in the future, so drier dry periods and wetter wet periods on daily, weekly, monthly and seasonal time scales, despite the future changes in mean rainfall being currently uncertain ","Under high representative concentration pathways (RCPs), the coupled model intercomparison project 5 (CMIP5) ensemble projects that all Brazilian regions will experience more rainfall variability in the future, so drier dry periods and wetter wet periods on daily, weekly, monthly and seasonal time scales, despite the future changes in mean rainfall being currently uncertain",medium,1,test,"Using warming levels (Figure Atlas.22), the temperature is projected to increase at or above the level of global warming in all regions apart from SSA with additional warming (compared to a 1995–2014 baseline) of over 4°C for the 4°C warming level in NSA and SAM. Changes for other warming levels, sub-regions and emissions pathways are shown in Figure Atlas.22 and can be explored with the Interactive Atlas. In general, models show a wide regional range in the direction and the magnitude of mean precipitation change in many South American regions, with large significant increases and decreases (Figure Atlas.22 and the Interactive Atlas). In the medium and long term, under the high-emissions scenario, the CMIP5 multi-model ensemble projected an increase in precipitation (generally greater than 10%) in SES and NWS, and a decrease (less than 10%) in NSA across seasons (high confidence , robust evidence) (Solman, 2013; Chou et al., 2014; Coppola et al., 2014; Llopart et al., 2014, 2021; Reboita et al., 2014, 2021; Sánchez et al., 2015; Menéndez et al., 2016; Ruscica et al., 2016; Bozkurt et al., 2018a; Zaninelli et al., 2019). Also, in parts of SWS, annual precipitation is projected to decrease (up to 30%) by the late 21st century (Souvignet et al., 2010; Palomino- Lemus et al., 2017, 2018; Bozkurt et al., 2018a). Under high RCPs, the CMIP5 ensemble projects that all Brazilian regions will experience more rainfall variability in the future, so drier dry periods and wetter wet periods on daily, weekly, monthly and seasonal time scales, despite the future changes in mean rainfall being currently uncertain (medium confidence) (Alves et al., 2021). Regarding the SAmerM, it is very likely that the monsoon will experience changes in its life cycle by the end of the 21st century for both RCP4.5 and RCP8.5 emissions and, in particular, delayed onset.",False,medium,medium,"[('medium', -0.22119924, 80.16), ('high', -1.7133677, 18.03), ('Medium', -4.486822, 1.13), ('High', -5.2165585, 0.54), ('very', -6.939314, 0.1)]",medium,medium,"[('medium', -0.18536445, 83.08), ('high', -2.284499, 10.18), ('Medium', -2.9116275, 5.44), ('High', -4.454287, 1.16), ('low', -7.635882, 0.05)]",medium,medium,"[('medium', -0.13003269, 87.81), ('high', -2.2583745, 10.45), ('Medium', -4.398711, 1.23), ('High', -5.6345606, 0.36), ('low', -7.286088, 0.07)]",medium,medium,"[('medium', -0.772964, 46.16), ('Medium', -1.0118098, 36.36), ('High', -2.3865638, 9.19), ('high', -2.5063624, 8.16), ('very', -8.177462, 0.03)]",medium,medium,"[('medium', -0.16170123, 85.07), ('high', -2.0634384, 12.7), ('Medium', -4.1213245, 1.62), ('High', -5.274187, 0.51), ('very', -8.022308, 0.03)]"
