,Unnamed: 0.1,Unnamed: 0,statement_idx,report,page_num,sent_num,original_statement,final_statement,confidence,score,split,context,has_confidence_in_final_statement,raw_output_1,model_confidence_classification_1,model_logprobs1,raw_output_2,model_confidence_classification_2,model_logprobs2,raw_output_3,model_confidence_classification_3,model_logprobs3,raw_output_4,model_confidence_classification_4,model_logprobs4,raw_output_5,model_confidence_classification_5,model_logprobs5
2518,2518,100,2518,AR6_WGII,40,18,"This includes rights-based approaches that focus on capacity-building, meaningful participation of the most vulnerable groups, and their access to key resources, including financing, to reduce risk and adapt ","Legal, policy, and process interventions carefully designed and implemented to reduce structural vulnerabilities to climate change include rights-based approaches that focus on capacity-building, meaningful participation of the most vulnerable groups, and their access to key resources, including financing, to reduce risk and adapt",high,2,test,"Climate resilient devel- opment is facilitated by international cooperation and by governments at all levels working with communities, civil society, educational bodies, scientific and other institutions, media, investors and businesses; and by developing partner - ships with traditionally marginalised groups, including women, youth, Indigenous Peoples, local communities and ethnic minorities (high confidence). These partnerships are most effective when supported by enabling political leadership, institutions, resources, including finance, as well as climate services, information and decision support tools (high confi - dence). (Figure SPM.5) {1.3, 1.4, 1.5, 2.7, 3.6, 4.8, 5.14, 6.4, 7.4, 8.5, 8.6, 9.4, 10.6, 11.8, 12.5, 13.11, 14.7, 15.6, 15.7, 17.4, 17.6, 18.4, 18.5, CCP2.4, CCP3.4, CCP4.4, CCP5.4, CCP6.4, CCP7.6, CCB DEEP, CCB GENDER, CCB HEALTH, CCB INDIG, CCB NATURAL, CCB SLR} D.2.1 Climate resilient development is advanced when actors work in equitable, just and enabling ways to reconcile divergent interests, values and worldviews, toward equitable and just outcomes (high confidence). These practices build on diverse knowledges about climate risk and chosen development pathways account for local, regional and global climate impacts, risks, barriers and opportunities (high confidence). Structural vulnerabilities to climate change can be reduced through carefully designed and implemented legal, policy, and process interventions from the local to global that address inequities based on gender, ethnicity, disability, age, location and income (very high confidence). This includes rights-based approaches that focus on capacity-building, meaningful participation of the most vulnerable groups, and their access to key resources, including financing, to reduce risk and adapt (high confidence). Evidence shows that climate resilient development processes link scientific, Indigenous, local, practitioner and other forms of knowledge, and are more effective and sustainable because they are locally appropriate and lead to more legitimate, relevant and effective actions (high confidence).",False,high,high,"[('high', -0.1047963, 90.05), ('High', -2.9692945, 5.13), ('medium', -3.2242937, 3.98), ('very', -5.536765, 0.39), ('Medium', -5.8280764, 0.29)]",high,high,"[('high', -0.09549297, 90.89), ('High', -3.0165498, 4.9), ('medium', -3.3548982, 3.49), ('very', -5.6254363, 0.36), ('Medium', -6.094579, 0.23)]",high,high,"[('high', -0.21353123, 80.77), ('High', -2.0254056, 13.19), ('medium', -3.0369375, 4.8), ('Medium', -4.694368, 0.91), ('very', -6.341081, 0.18)]",high,high,"[('high', -0.20602413, 81.38), ('High', -1.9028168, 14.91), ('medium', -3.6454258, 2.61), ('Medium', -4.7760124, 0.84), (' high', -6.8338604, 0.11)]",high,high,"[('high', -0.114287734, 89.2), ('High', -2.9339004, 5.32), ('medium', -3.056642, 4.7), ('Medium', -5.32649, 0.49), (' high', -6.648338, 0.13)]"
2520,2520,101,2520,AR6_WGII,42,1,"Planning processes and decision analysis tools can help identify ‘low regrets’ options47 that enable mitigation and adaptation in the face of change, complexity, deep uncertainty and divergent views ","Planning processes and decision analysis tools can help identify ‘low regrets’ options that enable mitigation of and adaptation to climate change in the face of change, complexity, deep uncertainty and divergent views",medium,1,test,"This includes rights-based approaches that focus on capacity-building, meaningful participation of the most vulnerable groups, and their access to key resources, including financing, to reduce risk and adapt (high confidence). Evidence shows that climate resilient development processes link scientific, Indigenous, local, practitioner and other forms of knowledge, and are more effective and sustainable because they are locally appropriate and lead to more legitimate, relevant and effective actions (high confidence). 30SPM Summary for Policymakers There is a rapidly narrowing window of opportunity to enable climate resilient development (a) Societal choices about adaptation, mitigation and sustainable development made in arenas of engagement 20222100 & beyond IPCC AR6Present situation Sustainable Development Goals2030(b) Illustrative development pathways Illustrative climatic or non-climatic shock, e.g. COVID-19, drought or ﬂoods, that disrupts the development pathway Past conditions (emissions, climate change, development) Warming limited to below 1.5°C; adaptation enablessustainable development CLIMATE RESILIENT DEVELOPMENT HIGHER LOWER(c) Actions and outcomes characterizing development pathwaysOpportunities missed for higher climate resilient developmentWell-being Low poverty Ecosystem health Equity and justice Low global warming levels Low risk Vulnerability High poverty Ecosystem degradation Inequity and injustice High global warming levels High risk Sustainable development action System transitions Transformation Adaptation Mitigation Unsustainable development action Entrenched systems Maladaptation Rising emissions Narrowing window of opportunity for higher CRDDimensions that enable actions towards higher climate resilient development Dimensions that result in actions towards lower climate resilient development Arenas of engagement: Community Socio-cultural Political Ecological Knowledge + technology Economic + ﬁnancial Equity and justice InclusionArenas of engagementArenas of engagement Ecosystem stewardship Knowledge diversity Exclusion Inequity and injustice Ecosystem degradation Singular knowledge Increasing warming; path dependence and adaptation limits undermine sustainable development 31SPM Summary for Policymakers Pathways towards climate resilient development overcome jurisdictional and organizational barriers, and are founded on societal choices that accelerate and deepen key system transitions (very high confidence). Planning processes and decision analysis tools can help identify ‘low regrets’ options47 that enable mitigation and adaptation in the face of change, complexity, deep uncertainty and divergent views (medium confidence). {1.3, 1.4, 1.5, 2.7, 3.6, 4.8, 5.14, 6.4, 7.4, 8.5, 8.6, Box 8.7, 9.4, Box 9.2, 10.6, 11.8, 12.5, 13.11, 14.7, 15.6, 15.7, 17.2–17.6, 18.2–18.4, CCP2.3–2.4, CCP3.4, CCP4.4, CCP5.4, CCP6.4, CCP7.6, CCB DEEP, CCB HEALTH, CCB INDIG, CCB NATURAL, CCB SLR} D.2.2 Inclusive governance contributes to more effective and enduring adaptation outcomes and enables climate resilient development (high confidence).",False,high,high,"[('high', -0.2615309, 76.99), ('medium', -1.8263769, 16.1), ('High', -2.8593054, 5.73), ('Medium', -4.472659, 1.14), ('very', -8.650483, 0.02)]",high,high,"[('high', -0.25433502, 77.54), ('medium', -1.800222, 16.53), ('High', -3.0015006, 4.97), ('Medium', -4.698564, 0.91), ('very', -8.475441, 0.02)]",high,high,"[('high', -0.36091128, 69.7), ('medium', -1.4433278, 23.61), ('High', -2.9804964, 5.08), ('Medium', -4.1550226, 1.57), ('very', -8.964496, 0.01)]",high,high,"[('high', -0.25433502, 77.54), ('medium', -1.800222, 16.53), ('High', -3.0015006, 4.97), ('Medium', -4.698564, 0.91), ('very', -8.475441, 0.02)]",high,high,"[('high', -0.20996103, 81.06), ('medium', -2.0492477, 12.88), ('High', -2.952774, 5.22), ('Medium', -4.860998, 0.77), ('very', -8.10268, 0.03)]"
2525,2525,102,2525,AR6_WGII,42,16,Climate resilient development in urban areas also supports adaptive capacity in more rural places through maintaining peri-urban supply chains of goods and services and financial flows ,Climate resilient development in urban areas also supports adaptive capacity in more rural places through maintaining peri-urban supply chains of goods and services and financial flows,medium,1,test,"Institutions can be formally established, for instance through laws and regulations, or informally established, for instance by traditions or customs. Institutions may spur, hinder, strengthen, weaken or distort the emergence, adoption and implementation of climate action and climate governance.D.3 Interactions between changing urban form, exposure and vulnerability can create climate change-induced risks and losses for cities and settlements. However, the global trend of urbanisation also offers a critical opportunity in the near-term, to advance climate resilient development (high confidence). Integrated, inclusive planning and investment in everyday decision-making about urban infrastructure, including social, ecological and grey/physical infrastructures, can significantly increase the adaptive capacity of urban and rural settlements. Equitable outcomes contributes to multiple benefits for health and well-being and ecosystem services, including for Indigenous Peoples, marginalised and vulnerable communi- ties (high confidence). Climate resilient development in urban areas also supports adaptive capacity in more rural places through maintaining peri-urban supply chains of goods and services and financial flows (medium confidence). Coastal cities and settlements play an especially important role in advancing climate resilient development (high confidence).",False,medium,medium,"[('medium', -0.4989537, 60.72), ('high', -1.5835828, 20.52), ('Medium', -2.0781202, 12.52), ('High', -2.778821, 6.21), (' medium', -9.326295, 0.01)]",high,high,"[('high', -0.93499637, 39.26), ('medium', -1.4054096, 24.53), ('High', -1.4752147, 22.87), ('Medium', -2.0169208, 13.31), (' high', -9.148881, 0.01)]",medium,medium,"[('medium', -0.65872496, 51.75), ('high', -1.6241448, 19.71), ('Medium', -1.6786187, 18.66), ('High', -2.3176568, 9.85), (' medium', -9.378673, 0.01)]",high,high,"[('high', -0.93499637, 39.26), ('medium', -1.4054096, 24.53), ('High', -1.4752147, 22.87), ('Medium', -2.0169208, 13.31), (' high', -9.148881, 0.01)]",medium,medium,"[('medium', -0.4989537, 60.72), ('high', -1.5835828, 20.52), ('Medium', -2.0781202, 12.52), ('High', -2.778821, 6.21), (' medium', -9.326295, 0.01)]"
2572,2572,103,2572,AR6_WGII,58,9,Coastal ‘blue carbon’ systems are already impacted by multiple climate and non- climate drivers ,Coastal ‘blue carbon’ systems are already impacted by multiple climate and non- climate drivers,very high,3,test,"{2.3.1, 2.3.3, 2.4.2, 2.4.3, 3.2.2, 3.4.2, 3.4.3, 3.5.3, 9.6.1, 10.4.3, 11.3.2, 11.3.11, 12.3.1, CCP1.2.4, CCP3.2.1, CCP3.2.2, CCP4.3.2, CCP5.2.1, CCP6.1, CCP6.2, CCB EXTREMES} TS.B.1.5 Climate change is affecting ecosystem services connected to human health, livelihoods and well-being (medium confidence). In terrestrial ecosystems, carbon uptake services linked to CO 2 fertilisation effects are being increasingly limited by drought and warming and exacerbated by non-climatic anthropogenic impacts (high confidence). Deforestation, draining and burning of peatlands and tropical forests and thawing of Arctic permafrost have already shifted some areas from being carbon sinks to carbon sources (high confidence). The severity and outbreak extent of forest insect pests increased in several regions (high confidence). Woody plant expansion into grasslands and savannahs, linked to increased CO 2, has reduced grazing land, while invasive grasses in semiarid lands increased the risk of fire (high confidence). Coastal ‘blue carbon’ systems are already impacted by multiple climate and non- climate drivers (very high confidence). Warming and CO 2 fertilisation have altered coastal ecosystem biodiversity, making carbon storage or release regionally variable (high confidence).",False,High,high,"[('High', -0.329585, 71.92), ('high', -1.4675645, 23.05), ('Medium', -3.3022814, 3.68), ('medium', -4.4186525, 1.21), ('Very', -7.395644, 0.06)]",High,high,"[('High', -0.31736702, 72.81), ('high', -1.4593272, 23.24), ('Medium', -3.562265, 2.84), ('medium', -4.631387, 0.97), ('Very', -7.39698, 0.06)]",high,high,"[('high', -0.7552186, 46.99), ('High', -0.78509533, 45.61), ('medium', -3.2694817, 3.8), ('Medium', -3.4111252, 3.3), ('very', -6.4960995, 0.15)]",high,high,"[('high', -0.60493964, 54.61), ('High', -0.89081305, 41.03), ('medium', -3.7057889, 2.46), ('Medium', -4.078641, 1.69), ('very', -6.956502, 0.1)]",High,high,"[('High', -0.13036811, 87.78), ('high', -2.579091, 7.58), ('Medium', -3.1959333, 4.09), ('medium', -5.583005, 0.38), ('Very', -7.3709364, 0.06)]"
2589,2589,104,2589,AR6_WGII,59,15,"Climate-related extreme events are followed by negative impacts on mental health, well-being, life satisfaction, happiness, cognitive performance and aggression in exposed populations ","Climate-related extreme events are followed by negative impacts on mental health, well-being, life satisfaction, happiness, cognitive performance and aggression in exposed populations",very high,3,test,"Marine heatwaves, including well-documented events along the west coast of North America (2013–2016) and east coast of Australia (2015–2016, 2016–2017 and 2020), have caused the collapse of regional fisheries and aquaculture (high confidence). Human populations exposed to extreme weather and climate events are at risk of food insecurity with lower diversity in diets, leading to malnutrition and increased risk of disease (high confidence). (Figure TS.6 WATER-FOOD) {2.4.4, 3.2.2, 3.4.2, 3.4.3, 3.5.3, 4.2.4, 4.2.5, 4.3.1, 5.2.1, 5.4.1, 5.4.2, 5.5.2, 5.8.1, 5.9.1, 5.12.1, 5.14.2, 5.14.6, 7.2.1, 7.2.2, 7.2.3, 7.2.4, 7.2.5, 9.7, 9.8.2, 9.8.5, 11.3.3, 11.5.1, 11.8.1, 12.3, Figure 12.7, Figure 12.9, Table SM12.5, 13.1.1, 13.3.1, 13.5.1, 13.10.2, 14.5.4, CCB MOVING PLATE, WGI AR6 9} TS.B.2.4 Extreme climatic events have been observed in all inhabited regions, with many regions experiencing unprece- dented consequences, particularly when multiple hazards occur at the same time or within the same space (very high confidence). Since AR5, the impacts of climate change and extreme weather events such as wildfires, extreme heat, cyclones, storms and floods have adversely affected or caused loss and damage to human health, shelter, displacement, incomes and livelihoods, security and inequality (high confidence). Over 20 million people have been internally displaced annually by weather-related extreme events since 2008, with storms and floods the most common drivers (high confidence). Climate-related extreme events are followed by negative impacts on mental health, well-being, life satisfaction, happiness, cognitive performance and aggression in exposed populations (very high confidence). (Figure TS.8 HEALTH, Figure TS.10 COMPLEX RISK) {2.3.0, 2.3.1, 2.3.3, 4.2.4, 4.2.5, 4.3, 7.1, 7.2.4, 7.2.6, 8.2.1, 8.2.2, 8.3.2, 8.3.3, Box 9.4, Table 9.7, 9.7, 9.9, 9.11, 11.2.1, 11.2.2, 11.3.8, Table 11.2, Table 11.3, Box 11.6, Box 9.8, 12.4.7, 13.1, 13.2.1, 13.7.1, 13.10.2, 14.5.6, 15.1, 15.2.1, 15.3.3, 16.2.3, CCB EXTREMES, CCB HEALTH, CCB MIGRATE} Food systems, food security and forestry TS.B.3 Climate change is already stressing food and forestry systems, with negative consequences for the livelihoods, food security and nutrition of hundreds of millions of people, especially in low and mid-latitudes (high confidence).",False,high,high,"[('high', -0.21391466, 80.74), ('medium', -1.7875764, 16.74), ('High', -3.89443, 2.04), ('Medium', -5.726282, 0.33), ('very', -6.6884956, 0.12)]",high,high,"[('high', -0.34732646, 70.66), ('medium', -1.2888205, 27.56), ('High', -4.323887, 1.32), ('Medium', -5.7561855, 0.32), ('very', -6.8842373, 0.1)]",high,high,"[('high', -0.46365592, 62.9), ('medium', -1.0256791, 35.86), ('High', -4.7908444, 0.83), ('Medium', -5.824925, 0.3), ('very', -7.123551, 0.08)]",high,high,"[('high', -0.21391466, 80.74), ('medium', -1.7875764, 16.74), ('High', -3.89443, 2.04), ('Medium', -5.726282, 0.33), ('very', -6.6884956, 0.12)]",high,high,"[('high', -0.46365592, 62.9), ('medium', -1.0256791, 35.86), ('High', -4.7908444, 0.83), ('Medium', -5.824925, 0.3), ('very', -7.123551, 0.08)]"
2599,2599,105,2599,AR6_WGII,60,2,"The impacts of climate-related extremes on food security, nutrition and livelihoods are particularly acute and severe for people living in sub-Saharan Africa, Asia, small islands, Central and South America and the Arctic and small-scale food producers globally ","The impacts of climate-related extremes on food security, nutrition and livelihoods are particularly acute and severe for people living in sub-Saharan Africa, Asia, small islands, Central and South America and the Arctic and small-scale food producers globally",high,2,test,"At higher latitudes, warming has expanded the available area but has also altered phenology (high confidence), potentially causing plant–pollinator and pest mismatches (medium confidence). At low latitudes, temperatures have crossed upper tolerance thresholds, more frequently leading to heat stress and/ or shifts in distribution and losses for crops, livestock, fisheries and aquaculture (high confidence). {2.4.2, 3.4.2, 3.4.3, 5.4.1, 5.7.4, 5.8.1, 5.12.3, 9.8.2, 12.3.1, 12.3.2, 12.3.6, 13.5.1, 13.5.1, 14.5.4, CCP5.2.5, CCP6.2.5, CCB MOVING PLATE} 49 Technical SummaryTSTS.B.3.3 Climate-related extremes have affected the productivity of all agricultural and fishery sectors, with negative consequences for food security and livelihoods (high confidence). The frequency of sudden food production losses has increased since at least the mid- 20th century on land and sea (medium evidence, high agreement). The impacts of climate-related extremes on food security, nutrition and livelihoods are particularly acute and severe for people living in sub-Saharan Africa, Asia, small islands, Central and South America and the Arctic and small-scale food producers globally (high confidence). Droughts induced by the 2015–2016 El Niño, partially attributable to human influences (medium confidence), caused acute food insecurity in various regions, including eastern and southern Africa and the Dry Corridor of Central America (high confidence).",False,high,high,"[('high', -0.3164108, 72.88), ('High', -1.8205307, 16.19), ('very', -2.3932369, 9.13), ('Very', -4.118808, 1.63), ('medium', -6.955554, 0.1)]",high,high,"[('high', -0.5346266, 58.59), ('High', -1.2058722, 29.94), ('very', -2.4839482, 8.34), ('Very', -3.5119882, 2.98), ('medium', -7.654658, 0.05)]",high,high,"[('high', -0.16880669, 84.47), ('very', -2.544009, 7.86), ('High', -2.6852806, 6.82), ('Very', -5.0849824, 0.62), ('medium', -6.355225, 0.17)]",high,high,"[('high', -0.3164108, 72.88), ('High', -1.8205307, 16.19), ('very', -2.3932369, 9.13), ('Very', -4.118808, 1.63), ('medium', -6.955554, 0.1)]",high,high,"[('high', -0.14173497, 86.79), ('High', -2.5404987, 7.88), ('very', -3.0433598, 4.77), ('Very', -5.3817997, 0.46), ('medium', -7.231264, 0.07)]"
2605,2605,106,2605,AR6_WGII,60,9,Increasing ocean warming and acidification are enhancing movement and bioaccumulation of toxins and contaminants into marine food webs (medium confidence) and with bio-magnification of persistent organic pollutants and methyl mercury already affecting fisheries ,"Increasing ocean warming and acidification are enhancing movement and bioaccumulation of toxins and contaminants into marine food webs, with bio-magnification of persistent organic pollutants and methyl mercury already affecting fisheries",medium,1,test,"In the northeast Pacific, a 5-year warm period (2013 to 2017) impacted the migration, distribution and abundance of key fish resources (high confidence). Increasing variability in grazing systems has negatively affected animal fertility, mortality and herd recovery rates, reducing livestock keepers’ resilience (medium confidence). (Figure TS.6 FOOD-WATER) {3.5.5, 4.3.1, 5.2.1, 5.4.1, 5.4.2, 5.5.2, 5.8.1, 5.9.1, 5.12.1, 5.14.2, 5.14.6, 9.8.2, 9.8.5, 13.5.1, 14.5.4, CCP6.2, CCB MOVING PLATE, WGI AR6 11.2–11.8} TS.B.3.4 Climate-related emerging food safety risks are increasing globally in agriculture and fisheries (high confidence). Higher temperatures and humidity caused by climate change increases toxigenic fungi on many food crops (very high confidence). Harmful algal blooms and water-borne diseases threaten food security and the economy and livelihoods of many coastal communities (high confidence). Increasing ocean warming and acidification are enhancing movement and bioaccumulation of toxins and contaminants into marine food webs (medium confidence) and with bio-magnification of persistent organic pollutants and methyl mercury already affecting fisheries (medium confidence). Indigenous Peoples and local communities, especially where food safety monitoring is underdeveloped, are among the most vulnerable to these risks, in particular in the Arctic (high confidence).",False,high,high,"[('high', -0.13502713, 87.37), ('High', -2.203089, 11.05), ('very', -4.7188187, 0.89), ('medium', -5.433733, 0.44), ('Very', -6.796612, 0.11)]",high,high,"[('high', -0.09879909, 90.59), ('High', -2.6244128, 7.25), ('medium', -4.2998147, 1.36), ('very', -5.177359, 0.56), ('Medium', -6.8002896, 0.11)]",high,high,"[('high', -0.07579841, 92.7), ('High', -2.8925672, 5.54), ('medium', -4.595179, 1.01), ('very', -5.1288705, 0.59), ('Medium', -7.273772, 0.07)]",high,high,"[('high', -0.13502713, 87.37), ('High', -2.203089, 11.05), ('very', -4.7188187, 0.89), ('medium', -5.433733, 0.44), ('Very', -6.796612, 0.11)]",high,high,"[('high', -0.13502713, 87.37), ('High', -2.203089, 11.05), ('very', -4.7188187, 0.89), ('medium', -5.433733, 0.44), ('Very', -6.796612, 0.11)]"
2616,2616,107,2616,AR6_WGII,60,27,Approximately 163 million people now live in unfamiliarly dry areas ,Approximately 163 million people now live in unfamiliarly dry areas,medium,1,test,"Many of these changes in water availability and water-related hazards can be directly attributed to anthropogenic climate change (high confidence). Water insecurity disproportionately impacts the poor, women, children, Indigenous Peoples and the elderly in low-income countries (high confidence) and specific marginal geographies (e.g., small island states and mountain regions). Water insecurity can contribute to social unrest in regions where inequality is high and water governance and institutions are weak (medium confidence). (Figure TS.6 WATER-FOOD, Figure TS.7 VULNERABILITY) {2.3.1, 2.3.3, 2.4.4, 4.1.1, 4.2.1, Box 4.1, 4.2.4, 4.3.6, 5.12.2, 5.12.3, 6.2.2, 6.2.3, 7.2.7, 9.7.1, 10.4.4, 12.5.3.1, 13.8.1, 15.3.3, 15.3.4, CCP5.2.2, CCB EXTREMES} TS.B.4.2 Worldwide, people are increasingly experiencing unfa- miliar precipitation patterns, including extreme precipitation events (high confidence). Nearly half a billion people now live in areas where the long-term average precipitation is now as high as was previously seen in only about 1 in 6 years (medium confidence). Approximately 163 million people now live in unfamiliarly dry areas (medium confidence) compared to 50 years ago. The intensity of heavy precipitation has increased in many regions since the 1950s (high con- fidence).",False,medium,medium,"[('medium', -0.89085066, 41.03), ('high', -0.92102873, 39.81), ('High', -2.3864274, 9.2), ('Medium', -2.3909135, 9.15), ('low', -5.6381364, 0.36)]",high,high,"[('high', -1.2022992, 30.05), ('High', -1.3239862, 26.61), ('medium', -1.4625226, 23.17), ('Medium', -1.6252671, 19.69), ('very', -6.5296917, 0.15)]",High,high,"[('High', -0.9675411, 38.0), ('Medium', -1.0086826, 36.47), ('high', -2.0488763, 12.89), ('medium', -2.1186032, 12.02), ('Very', -5.952437, 0.26)]",high,high,"[('high', -0.7605665, 46.74), ('medium', -1.0740697, 34.16), ('High', -2.2918031, 10.11), ('Medium', -2.5619314, 7.72), ('very', -5.012146, 0.67)]",medium,medium,"[('medium', -1.0024786, 36.7), ('high', -1.0548525, 34.82), ('Medium', -1.9150343, 14.73), ('High', -2.0613565, 12.73), ('very', -5.592366, 0.37)]"
2672,2672,108,2672,AR6_WGII,64,10,"Compared to other socioeconomic factors, the influence of climate on conflict has been assessed as being relatively weak (high confidence) but is exacerbated by insecure land tenure, weather-sensitive economic activities, weak institutions and fragile governance, poverty and inequality ","Compared to other socioeconomic factors, the influence of climate on conflict is exacerbated by insecure land tenure, weather-sensitive economic activities, weak institutions and fragile governance, poverty and inequality",medium,1,test,"Indigenous knowledge and local knowledge can contribute to reducing the vulnerability of communities to climate change (medium to high confidence). Supporting Indigenous self-determination, recognising Indigenous Peoples’ rights and supporting Indigenous knowledge-based adaptation are critical to reducing climate change risks and effective adaptation (very high confidence). {1.3.2, 2.6.5, 4.3.8, 4.6.9, 4.8.4, 5.5.2, 5.8.2, 5.10.2, 5.14.2, 6.4.7, Box 8.7, Box 9.2, 11.4.1, 11.4.2, Table 11.10, Table 11.11, Table 11.12, 12.3, 12.4, Figure 12.9, 13.8.1, 13.8.2, Box.14.1, 15.3.4, CCP5.2.2, CCP5.2.5, CCP6.2, Box CCP6.2, CCP6.3, CCP6.4} TS.B.7.3 The intersection of gender with race, class, ethnicity, sexuality, Indigenous identity, age, disability, income, migrant status and geographical location often compounds vulnerability to climate change impacts (very high confidence), exacerbates inequity and creates further injustice (high confidence). There is evidence that present adaptation strategies do not sufficiently include poverty reduction and the underlying social determinants of human vulnerability such as gender, ethnicity and governance (high confidence). {1.2.1, 1.4.1, 4.8.3, 4.8.5, 4.8.6, 4.6.3, 6.1.5, 6.3, 6.4, Box 9.1, 9.4.1, Box 9.8, 11.7.2, 18.4, 18.5, CCP5.2.7, CCB GENDER} TS.B.7.4 Climate variability and extremes are associated with more prolonged conflict through food price spikes, food and water insecurity, loss of income and loss of livelihoods (high confidence), with more consistent evidence for low- intensity organised violence within countries than for major or international armed conflict (medium confidence). Compared to other socioeconomic factors, the influence of climate on conflict has been assessed as being relatively weak (high confidence) but is exacerbated by insecure land tenure, weather-sensitive economic activities, weak institutions and fragile governance, poverty and inequality (medium confidence). The literature also suggests a larger climate-related influence on the dynamics of conflict than on the likelihood of initial conflict outbreak (low confidence).",False,high,high,"[('high', -0.26891458, 76.42), ('High', -2.1397185, 11.77), ('medium', -2.2903876, 10.12), ('Medium', -4.170507, 1.54), ('very', -7.14941, 0.08)]",high,high,"[('high', -0.336289, 71.44), ('medium', -1.4572091, 23.29), ('High', -3.2348943, 3.94), ('Medium', -4.498347, 1.11), ('very', -6.5146737, 0.15)]",high,high,"[('high', -0.36556587, 69.38), ('medium', -1.5574013, 21.07), ('High', -2.5681167, 7.67), ('Medium', -4.0537124, 1.74), ('very', -7.149513, 0.08)]",high,high,"[('high', -0.33098695, 71.82), ('High', -1.9958658, 13.59), ('medium', -2.085496, 12.42), ('Medium', -3.9102545, 2.0), ('very', -7.0884867, 0.08)]",high,high,"[('high', -0.3480368, 70.61), ('High', -1.9823694, 13.77), ('medium', -2.0328436, 13.1), ('Medium', -3.738616, 2.38), ('very', -7.2772036, 0.07)]"
2685,2685,109,2685,AR6_WGII,65,4,"Currently, coastal cities already dependent on extensive protective works face the prospects of significantly increasing costs to maintain current protection levels, especially if the local sea level rises to the point that financial and technical limits are reached; systemic changes, such as relocation of millions of people, will be necessary ","Currently, coastal cities already dependent on extensive protective works face the prospects of significantly increasing costs to maintain current protection levels, especially if the local sea level rises to the point that financial and technical limits are reached; systemic changes, such as relocation of millions of people, will be necessary",medium,1,test,"(Figure TS.9 URBAN) {4.3.4, 6.1.4 6.2, 6.2.2, 9.9.1, 9.9.3, 10.4.6, 12.4, 12.6.1, 14.5.5, 14.5.6, 17.2.1, CCB COVID} TS.B.8.2 People, livelihoods, ecosystems, buildings and infrastructure within many coastal cities and settlements are 54 Technical Summary TSalready experiencing severe compounding impacts, including from sea level rise and climate variability (high confidence). Coastal cities are disproportionately affected by interacting, cascading and climate-compounding climate- and ocean-driven impacts, in part because of the exposure of multiple assets, economic activities and large populations concentrated in narrow coastal zones (high confidence), with about a tenth of the world’s population and physical assets in the Low Elevation Coastal Zone (less than 10 m above sea level). Early impacts of accelerating sea level rise have been detected at sheltered or subsiding coasts, manifesting as nuisance and chronic flooding at high tides, water-table salinisation, ecosystem and agricultural transitions, increased erosion and coastal flood damage (medium confidence). Coastal settlements with high inequality, for example a high proportion of informal settlements, as well as deltaic cities prone to land subsidence (e.g., Bangkok, Jakarta, Lagos, New Orleans, Mississippi, Nile, Ganges-Brahmaputra deltas) and small island states are highly vulnerable and have experienced impacts from severe storms and floods in addition to, or in combination with, those from accelerating sea level rise (high confidence). Currently, coastal cities already dependent on extensive protective works face the prospects of significantly increasing costs to maintain current protection levels, especially if the local sea level rises to the point that financial and technical limits are reached; systemic changes, such as relocation of millions of people, will be necessary (medium confidence). (Figure TS.9 URBAN) {4.3.4, Box 6.3, 6.3.1, 6.4.5, Box 6.4, 6.4.3, 6.4.5, Figure 6.5, Box 9.8, 10.3.7, 11.7.2, 12.1.1, 13.8.1.1, 15.7, CWGB URBAN} TS.B.8.3 Climate impacts on urban population health, livelihoods and well-being are felt disproportionately, with the most economically and socially marginalised being most affected (high confidence).",False,high,high,"[('high', -0.39811224, 67.16), ('High', -1.2149534, 29.67), ('medium', -4.4871473, 1.13), ('very', -4.729596, 0.88), ('Very', -5.1127043, 0.6)]",high,high,"[('high', -0.39811224, 67.16), ('High', -1.2149534, 29.67), ('medium', -4.4871473, 1.13), ('very', -4.729596, 0.88), ('Very', -5.1127043, 0.6)]",high,high,"[('high', -0.11983096, 88.71), ('High', -2.683437, 6.83), ('medium', -3.5074594, 3.0), ('very', -4.6362305, 0.97), ('Medium', -5.904785, 0.27)]",high,high,"[('high', -0.39811224, 67.16), ('High', -1.2149534, 29.67), ('medium', -4.4871473, 1.13), ('very', -4.729596, 0.88), ('Very', -5.1127043, 0.6)]",high,high,"[('high', -0.15221976, 85.88), ('High', -2.354927, 9.49), ('medium', -3.551077, 2.87), ('very', -4.470564, 1.14), ('Medium', -5.674429, 0.34)]"
