,Unnamed: 0.1,Unnamed: 0,statement_idx,report,page_num,sent_num,original_statement,final_statement,confidence,score,split,context,has_confidence_in_final_statement,raw_output_1,model_confidence_classification_1,model_logprobs1,raw_output_2,model_confidence_classification_2,model_logprobs2,raw_output_3,model_confidence_classification_3,model_logprobs3,raw_output_4,model_confidence_classification_4,model_logprobs4,raw_output_5,model_confidence_classification_5,model_logprobs5
1885,1885,77,1885,AR6_WGI,1826,9,"In New Zealand, mean wind patterns are projected to become more north-easterly in summer, and westerlies to become more intense in winter ","In New Zealand, mean wind patterns are projected to become more north-easterly in summer, and westerlies to become more intense in winter, in agreement with the strengthening of the Southern Hemisphere storm tracks",low,0,test,"Hydrological droughts are projected to increase in Southern Australia (medium confidence), while agricultural and ecological droughts are projected to increase with medium confidence in Southern Australia and Eastern Australia. Fire weather is projected to increase throughout Australia (high confidence) and New Zealand (medium confidence). 12.4.3.3 Wind Mean wind speed: There is low confidence of a mean wind speed trend in the last decades (low agreement) (McVicar et al., 2012; Troccoli et al., 2012; Azorin-Molina et al., 2018; J. Wu et al., 2018), as long-term measurements are not homogeneous. In future climate scenarios wind speed trends in Australia exhibit generally weak amplitudes with low agreement among models (Figure 12.4m–o and Figure 12.SM.5) with uncertain consequences on wind power potential (CSIRO and BOM, 2015; Karnauskas et al., 2018a; Jung and Schindler, 2019). However, there is medium confidence that, by the end of the century, annual mean wind power will significantly increase in north-eastern Australia under RCP8.5, but there is low confidence of an increase by end-century under RCP4.5, and for any scenario by mid-century (Karnauskas et al., 2018a). In New Zealand, mean wind patterns are projected to become more north-easterly in summer, and westerlies to become more intense in winter (low confidence), in agreement with the strengthening of the Southern Hemisphere storm tracks (Section 4.5.1). Severe wind storm: There is generally low confidence in observed changes in extreme winds and extratropical storms in Australasia (Section 11.7.2).",False,high,high,"[('high', -0.3141599, 73.04), ('medium', -1.3141599, 26.87), ('very', -7.18916, 0.08), ('low', -9.93916, 0.0), ('Confidence', -10.43916, 0.0)]",high,high,"[('high', -0.20474774, 81.49), ('medium', -1.7047477, 18.18), ('very', -6.0797477, 0.23), ('Confidence', -7.2047477, 0.07), ('High', -9.079748, 0.01)]",high,high,"[('high', -0.13175794, 87.66), ('medium', -2.256758, 10.47), ('Confidence', -4.5067577, 1.1), ('very', -5.0067577, 0.67), ('High', -7.8817577, 0.04)]",high,high,"[('high', -0.11657861, 89.0), ('medium', -2.2415786, 10.63), ('very', -5.9915786, 0.25), ('Confidence', -6.9915786, 0.09), ('High', -9.241579, 0.01)]",high,high,"[('high', -0.3141599, 73.04), ('medium', -1.3141599, 26.87), ('very', -7.18916, 0.08), ('low', -9.93916, 0.0), ('Confidence', -10.43916, 0.0)]"
1906,1906,78,1906,AR6_WGI,1832,9,"In NWS, a wide range of changes is projected ","In North-Western South America (NWS), a wide range of changes is projected",low,0,test,"Wetter conditions and ±20% variations in annual mean streamflow are also projected for the Río de La Plata under the warming levels of 1.5°C, 2°C and 3°C above pre-industrial conditions (Montroull et al., 2018). In central Chile, 50-year peak flows are expected to be greater by mid-century than 100-year peak flows observed over the reference period (Bozkurt et al., 2018). Heavy precipitation and pluvial flood: Table 11.14 indicated that there is low confidence due to limited evidence of extreme precipitation trends in almost all Central and South America, except in SES where increases in the magnitude and frequency of heavy precipitation have been observed (high confidence). In general, data scarcity persists for a representative continental assessment. Chapter 11 projections indicate low confidence of increase, compared to the modern period, in the intensity and frequency of heavy precipitation in SCA and SWS for all GWLs, and medium confidence of increase in NSA, NES, SSA, SAM and SES for GWL of 4°C. In NWS, a wide range of changes is projected (low confidence). Landslide: Several regions in Central America, as well as Colombia and south-eastern Brazil, are considered areas of high incidence of observed fatal landslides.",False,medium,medium,"[('medium', -0.101437345, 90.35), ('high', -2.6014373, 7.42), ('low', -4.1014376, 1.65), ('Medium', -6.4764376, 0.15), ('I', -6.7264376, 0.12)]",medium,medium,"[('medium', -0.20789115, 81.23), ('high', -1.7078911, 18.12), ('low', -5.332891, 0.48), ('Confidence', -7.207891, 0.07), ('very', -7.707891, 0.04)]",medium,medium,"[('medium', -0.07920767, 92.38), ('Confidence', -3.2042077, 4.06), ('high', -3.9542077, 1.92), ('Medium', -4.829208, 0.8), ('low', -5.204208, 0.55)]",medium,medium,"[('medium', -0.10586748, 89.95), ('high', -2.6058674, 7.38), ('low', -3.8558674, 2.12), ('I', -6.7308674, 0.12), ('very', -6.7308674, 0.12)]",medium,medium,"[('medium', -0.13695334, 87.2), ('high', -2.1369534, 11.8), ('low', -4.7619534, 0.85), ('I', -7.1369534, 0.08), ('very', -8.261953, 0.03)]"
1928,1928,79,1928,AR6_WGI,1839,27,Fire weather: Fire weather conditions have been increasing since about 1980 over a few regions in Europe including Mediterranean areas ,Fire weather conditions have been increasing since about 1980 over a few regions in Europe including Mediterranean areas,low,0,test,"There will be regions in southern Europe where this type of drought could be up to 14 times worse than the worst drought in the historical period (Guerreiro et al., 2018). One-in-10-year drought events are projected to happen every second year (Mora et al., 2018; Ruosteenoja et al., 2018). The Mediterranean region will have 100 additional stress years (years with three consecutive months of precipitation deficits greater than 25%; Giorgi et al., 2018); an increase of both drought frequency (up to two events per decade) and severity (Spinoni et al., 2014, 2020) and an increase of consecutive dry days in the southern part of the MED region (Lionello and Scarascia, 2020). In contrast, droughts are expected to decrease in winter in Northern Europe (Section 11.9; Spinoni et al., 2018a). These findings are confirmed by the EURO-CORDEX, CMIP5 and CMIP6 ensemble that show a change of frequency of drought events in the MED between 2–3 events per decade by mid-century for scenario RCP8.5 (Figure 12.SM.3; Coppola et al., 2021a). Fire weather: Fire weather conditions have been increasing since about 1980 over a few regions in Europe including Mediterranean areas (low confidence) (Venäläinen et al., 2014; Urbieta et al., 2019; Barbero et al., 2020; Giannaros et al., 2021). However, beyond a few studies, evidence is largely missing on attribution of these trends to anthropogenic climate change (Forzieri et al., 2016).",False,high,high,"[('high', -0.23185295, 79.31), ('medium', -1.606853, 20.05), ('Confidence', -5.356853, 0.47), ('very', -7.231853, 0.07), ('Statement', -8.106853, 0.03)]",high,high,"[('high', -0.77911955, 45.88), ('medium', -0.77911955, 45.88), ('Confidence', -2.6541195, 7.04), ('High', -5.2791195, 0.51), ('Medium', -5.6541195, 0.35)]",high,high,"[('high', -0.31960088, 72.64), ('medium', -1.3196008, 26.72), ('Confidence', -5.444601, 0.43), ('very', -6.819601, 0.11), ('High', -7.944601, 0.04)]",high,high,"[('high', -0.70267373, 49.53), ('medium', -0.95267373, 38.57), ('Confidence', -2.2026737, 11.05), ('High', -5.452674, 0.43), ('very', -6.327674, 0.18)]",high,high,"[('high', -0.52152836, 59.36), ('medium', -1.0215284, 36.0), ('Confidence', -3.2715282, 3.79), ('very', -5.5215282, 0.4), ('Statement', -6.2715282, 0.19)]"
1935,1935,80,1935,AR6_WGI,1840,13,"Wind stagnation events may become more frequent in future climate scenarios in some areas of Europe in the second half of the 21st century (Horton et al., 2014; Vautard et al., 2018), with potential consequences on air quality ","Wind stagnation events may become more frequent in future climate scenarios in some areas of Europe in the second half of the 21st century, with potential consequences on air quality",low,0,test,"Due to changes in mean surface wind speed patterns (C. Li et al., 2018) and the poleward shift of the North Atlantic jet stream exit, mean surface wind speeds are projected to decrease in the Mediterranean areas under RCP4.5 and RCP8.5 by the middle of the century and beyond, or for GWLs of 2°C and higher (high confidence), with a subsequent decrease in wind power potential (medium confidence) (Hueging et al., 2013; Tobin et al., 2015, 2018; Davy et al., 2018; Karnauskas et al., 2018a; Kjellström et al., 2018; Moemken et al., 2018; Figure 12.4). However, sub-regional patterns of change are shown in regional climate models, such as an increase in wind speeds in the Aegean Sea and in the northern Adriatic Sea, where a reduction of Bora events and an increase of Scirocco events are projected for mid-century and beyond under RCP4.5 and RCP8.5 (medium confidence) (Tobin et al., 2016; Davy et al., 2018; Belušić Vozila et al., 2019). Projections (as cited above) also indicate a decrease in mean wind speed in Northern Europe (medium confidence , medium agreement) (Karnauskas et al., 2018a; Tobin et al., 2018; Jung and Schindler, 2019). Daily and interannual wind variability is projected to increase under RCP8.5 only in Northern Europe (low confidence) (Moemken et al., 2018), which can influence electrical grid management and wind energy production (low confidence). Wind speeds are projected to shift towards more frequent occurrences below thresholds inhibiting wind power production (Weber et al., 2018). Wind stagnation events may become more frequent in future climate scenarios in some areas of Europe in the second half of the 21st century (Horton et al., 2014; Vautard et al., 2018), with potential consequences on air quality (low confidence).Severe wind storm: There are large uncertainties in past evolutions of windstorms and extreme winds in Europe. Extreme near-surface winds have been decreasing in the past decades (Smits et al., 2005; Tian et al., 2019; Vautard et al., 2019) according to near-surface observations.",False,medium,medium,"[('medium', -0.012352122, 98.77), ('low', -4.762352, 0.85), ('high', -6.262352, 0.19), ('Confidence', -6.637352, 0.13), ('Medium', -7.762352, 0.04)]",medium,medium,"[('medium', -0.03706141, 96.36), ('Confidence', -4.037061, 1.76), ('low', -4.662061, 0.94), ('high', -4.912061, 0.74), ('Statement', -6.912061, 0.1)]",medium,medium,"[('medium', -0.030831976, 96.96), ('Confidence', -3.905832, 2.01), ('low', -4.905832, 0.74), ('high', -6.030832, 0.24), ('Medium', -8.155832, 0.03)]",medium,medium,"[('medium', -0.04102127, 95.98), ('Confidence', -3.5410213, 2.9), ('low', -5.1660213, 0.57), ('high', -5.7910213, 0.31), ('Medium', -6.6660213, 0.13)]",medium,medium,"[('medium', -0.030831976, 96.96), ('Confidence', -3.905832, 2.01), ('low', -4.905832, 0.74), ('high', -6.030832, 0.24), ('Medium', -8.155832, 0.03)]"
1956,1956,81,1956,AR6_WGI,1848,11,"Climate change drives future increases in North American fire weather, particularly in the south-west ","Climate change drives future increases in North American fire weather, particularly in the south-west",high,2,test,"(2015). Increases in lightning-initiated fires have been distinguished from trends in man- made fire in western Canada and the USA (Balch et al., 2017; Hanes et al., 2019). Jain et al. (2017) identified a 1979–2015 expansion in fire weather season in eastern Canada and the south-western USA (with a smaller reduction in the northern Mountain West) along with regional shifts in the 99th percentile Canadian Fire Weather Index (FWI) and potential fire-spread days. Girardin and Wotton (2009) noted that 1951–2002 trends in the Monthly Drought Code fire index in eastern Canada could hardly be distinguished from decadal variability. Climate change drives future increases in North American fire weather, particularly in the south-west (high confidence), although further studies on shifts in exposure and vulnerability are needed to understand overall fire risks (see WGII Chapter 14). A significant increase of FWI is apparent before 2050 under RCP8.5 in much of North America, including the frequency of 95th-percentile FWI days, peak seasonal FWI average, fire weather season length, and maximum fire weather index (Abatzoglou et al., 2019), and fire season across North America expands dramatically beyond 2°C global warming levels (Q.",False,high,high,"[('high', -0.02301788, 97.72), ('very', -4.148018, 1.58), ('medium', -5.398018, 0.45), ('Confidence', -6.523018, 0.15), ('Statement', -7.523018, 0.05)]",high,high,"[('high', -0.025842696, 97.45), ('very', -4.0258427, 1.78), ('medium', -5.0258427, 0.66), (""'"", -7.7758427, 0.04), ('Confidence', -7.9008427, 0.04)]",high,high,"[('high', -0.028999688, 97.14), ('medium', -4.279, 1.39), ('very', -4.904, 0.74), ('Confidence', -5.029, 0.65), ('High', -7.779, 0.04)]",high,high,"[('high', -0.0113163665, 98.87), ('very', -4.7613163, 0.86), ('medium', -6.0113163, 0.25), ('Confidence', -9.011316, 0.01), (""'"", -9.511316, 0.01)]",high,high,"[('high', -0.007461096, 99.26), ('very', -5.507461, 0.41), ('medium', -5.757461, 0.32), (""'"", -9.257462, 0.01), ('Confidence', -10.132462, 0.0)]"
1957,1957,82,1957,AR6_WGI,1848,19,"Changes in North American wet and dry climatic impact- drivers are largely organized by the ‘north-east (more wet) to south-west (more dry)’ pattern of mean precipitation change, although heavy precipitation increases are widespread and increasing evaporative demand expands aridity, agricultural and ecological drought, and fire weather (particularly in summer) (high confidence).12.4.6.3 Wind Mean wind speed: Mean wind speeds have declined in North America – as in other Northern Hemisphere areas – over the past four decades (medium confidence) (AR5 WGI) with a reversal in the last decade ",The mean wind speeds decline in North America – as in other Northern Hemisphere areas – over the past four decades has reversed in the last decade,low,0,test,"X. Wang et al. (2017b) simulated fire-spread days across Canada and found increases across most of the areas studied by 2071–2100, with median changes of –20 to +140% (RCP2.6), –20 to +250% (RCP4.5) and 40 to 360% (RCP8.5) compared to 1976–2015. Prestemon et al. (2016) found more conducive conditions for lightning-ignited fires in the south-eastern USA by mid-century, while warming conditions in Alaska increasingly push July temperatures above 13.4°C, a threshold for fire danger across Alaska’s tundra and boreal forest (Partain et al., 2016; Young et al., 2017). Longer and more intense fire seasons would also raise particulate matter and black carbon concentrations in the western USA, reducing visibility at many National Parks (Yue et al., 2013; Val Martin et al., 2015). Changes in North American wet and dry climatic impact- drivers are largely organized by the ‘north-east (more wet) to south-west (more dry)’ pattern of mean precipitation change, although heavy precipitation increases are widespread and increasing evaporative demand expands aridity, agricultural and ecological drought, and fire weather (particularly in summer) (high confidence).12.4.6.3 Wind Mean wind speed: Mean wind speeds have declined in North America – as in other Northern Hemisphere areas – over the past four decades (medium confidence) (AR5 WGI) with a reversal in the last decade (low confidence) not fully consistent across studies (Tian et al., 2019; Zeng et al., 2019; Z. Zhang et al., 2019). Tian et al.",False,medium,medium,"[('medium', -0.09073093, 91.33), ('low', -3.090731, 4.55), ('high', -3.465731, 3.13), ('Confidence', -4.840731, 0.79), ('I', -7.465731, 0.06)]",medium,medium,"[('medium', -0.14090231, 86.86), ('high', -2.7659023, 6.29), ('low', -3.1409023, 4.32), ('Confidence', -3.8909023, 2.04), ('very', -5.8909025, 0.28)]",medium,medium,"[('medium', -0.11390324, 89.23), ('high', -2.3639033, 9.41), ('low', -4.488903, 1.12), ('very', -6.238903, 0.2), ('I', -8.363903, 0.02)]",medium,medium,"[('medium', -0.21464187, 80.68), ('high', -2.4646418, 8.5), ('Confidence', -2.9646418, 5.16), ('low', -3.2146418, 4.02), ('I', -4.714642, 0.9)]",medium,medium,"[('medium', -0.1146088, 89.17), ('high', -3.2396088, 3.92), ('low', -3.3646088, 3.46), ('Confidence', -3.4896088, 3.05), ('Medium', -6.739609, 0.12)]"
2001,2001,83,2001,AR6_WGI,1861,10,"In the Arctic, overall snow extent and seasonal duration are projected to continue recent declines (high confidence), although mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals ","In the Arctic, mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals",medium,1,test,"(2014) projected that a strengthening of the Southern Annular Mode would decrease easterlies along Antarctica’s coasts with only small changes in katabatic winds (although this effect may diminish with stratospheric ozone recovery). In contrast, Gorter et al. (2014) regional climate model projections indicated a reduction in mean winds over the interior of Greenland by RCP4.5 2100 while coastal winds increase. Reanalysis data and climate models indicate few coherent regional trends of polar cyclone frequency or relationships with cyclone depth and size (Akperov et al., 2018, 2019; Day and Hodges, 2018; Zahn et al., 2018). 12.4.9.4 Snow and Ice Snow: Atlas.11.1 identified likely increases in surface mass balance (driven by snowfall) across Antarctica in the 20th century (medium confidence). In the Arctic, overall snow extent and seasonal duration are projected to continue recent declines (high confidence), although mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals (medium confidence) (Section 9.5.3, Atlas.9 and Atlas.11.2; Bring et al., 2016; Danco et al., 2016; AMAP , 2017; Meredith et al., 2019). Higher temperatures result in a higher percentage of Arctic precipitation falling as rain (particularly in autumn and spring) (high confidence), with most land regions (outside of Greenland and Antarctica) becoming dominated by rainfall (more than 50% of total precipitation) by RCP8.5 2100 (Bintanja and Andry, 2017; Irannezhad et al., 2017).",False,medium,medium,"[('medium', -0.2585661, 77.22), ('high', -1.5085661, 22.12), ('very', -6.008566, 0.25), ('Confidence', -6.133566, 0.22), ('low', -6.633566, 0.13)]",high,high,"[('high', -0.57857364, 56.07), ('medium', -0.82857364, 43.67), ('very', -6.7035737, 0.12), ('Confidence', -7.3285737, 0.07), ('low', -7.8285737, 0.04)]",high,high,"[('high', -0.58186257, 55.89), ('medium', -0.83186257, 43.52), ('low', -5.8318624, 0.29), ('very', -6.0818624, 0.23), (""'"", -7.9568624, 0.04)]",medium,medium,"[('medium', -0.3976707, 67.19), ('high', -1.1476707, 31.74), ('Confidence', -5.5226707, 0.4), ('low', -5.7726707, 0.31), ('very', -5.8976707, 0.27)]",medium,medium,"[('medium', -0.43575984, 64.68), ('high', -1.0607598, 34.62), ('low', -5.68576, 0.34), ('very', -6.43576, 0.16), ('Confidence', -7.31076, 0.07)]"
2016,2016,84,2016,AR6_WGI,1864,23,"Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion ","Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion",very high,3,test,"Box 10.3 identified a continuing strong role of the urban heat island in amplifying heat extremes in cities, although changes in the urban heat island are an order of magnitude smaller than projected localized warming trends (very high confidence). Coastal cities’ proximity to the sea somewhat mitigates the effect of urban heat islands (high confidence) (Salvati et al., 2017; Santamouris et al., 2017; Y . Wang et al., 2018; Martinelli et al., 2020). Cities and settlements by the sea typically experience higher humidity levels than inland regions, combining with heat to enhance heat stress and induce exceedance of critical heat stress thresholds for outdoor activities, with potential enhanced exposure to heat for informal settlements (J. Wang et al., 2019). Such threshold exceedances are projected to increase for many coastal areas (high confidence), including the Persian Gulf where heat stress is projected to be extreme (Pal and Eltahir, 2016; Ahmadalipour and Moradkhani, 2018), and some low-lying areas in Europe such as the Po Valley and coastal Mediterranean areas (Coppola et al., 2021a; Schwingshackl et al., 2021; see also the heat stress index shown in Figure 12.4d–f). Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion (very high confidence) impacting cities and settlements located especially in low-elevation coastal zones and mega-deltas (Chan et al., 2012, 2018; Karymbalis et al., 2012; Hemer et al., 2013; Aerts et al., 2014; B. Neumann et al., 2015; Hauer et al., 2016; Ranasinghe, 2016; Hinkel et al., 2018; Mavromatidi et al., 2018; Marcos et al., 2019; see also Sections 12.3, 12.4.1–12.4.7 and 12.4.9). Coastal erosion and flooding also pose challenges to critical infrastructure such as roads, subway tunnels, electricity and phone networks, wastewater management plants and buildings (Grahn and Nyberg, 2017; Pregnolato et al., 2017).",False,high,high,"[('high', -0.20428933, 81.52), ('very', -1.7042893, 18.19), ('medium', -5.9542894, 0.26), (""'"", -9.204289, 0.01), ('Statement', -9.454289, 0.01)]",very high,very high,"[('very', -0.57714164, 56.15), ('high', -0.82714164, 43.73), ('medium', -7.327142, 0.07), (""'"", -7.952142, 0.04), ('Statement', -8.952142, 0.01)]",high,high,"[('high', -0.06346494, 93.85), ('very', -2.8134649, 6.0), ('medium', -6.688465, 0.12), (""'"", -8.563465, 0.02), ('Statement', -10.938465, 0.0)]",high,high,"[('high', -0.577114, 56.15), ('very', -0.827114, 43.73), ('medium', -7.077114, 0.08), ('Statement', -8.827114, 0.01), ('Very', -9.702114, 0.01)]",high,high,"[('high', -0.37746263, 68.56), ('very', -1.2524626, 28.58), ('Statement', -4.2524624, 1.42), ('Confidence', -4.8774624, 0.76), ('medium', -6.2524624, 0.19)]"
2046,2046,85,2046,AR6_WGI,1870,16,"The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America ","The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America",high,2,test,"In other regions emergence is projected at the latest in the first half of the 21st century under RCP8.5 (high confidence) (King et al., 2015; Seneviratne and Hauser, 2020). Relative to the end of 20th-century conditions, changes in humid heat stress as characterized by wet bulb temperature, indicates a ToE as early as in the first two decades of the 21st century in RCP8.5 at least in many tropical regions (most of Africa in the band 20°S–20°N, South Asia and South East Asia) (medium confidence) (Im et al., 2021). By 2050 and under RCP8.5, wet bulb temperature is projected to emerge in many other areas such as Southern Africa, North Africa, Europe, and most of Central, Southern and Eastern Asia and Northern and Eastern Australia, while under RCP2.6, emergence is either reached later in the century (Europe, Central Asia, Northern Australia), or never reached in the century (Im et al., 2021). Decrease of cold spells has already emerged above the interannual variability in Australasia, Africa and most of Northern South America, and they are projected to emerge before 2050 in the northern mid-latitudes and in Southern South America (King et al., 2015) under RCP8.5 (medium confidence, limited evidence and high agreement). Mean precipitation: Mean precipitation changes only emerged over a few regions in the historical period (increase in Northern and Eastern Europe and decrease in West Africa and Amazonia) from observations with an S/N ratio larger than one (low confidence) (Hawkins et al., 2020). The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America (high confidence) and later in other northern mid-latitude areas, depending on the scenario, albeit with different methods and emergence definitions used in climate projections (Chapter 8; Giorgi and Bi, 2009; Maraun, 2013; King et al., 2015; Akhter et al., 2018; Kumar and Ganguly, 2018; Nguyen et al., 2018; Barrow and Sauchyn, 2019; Rojas et al., 2019; Kusunoki et al., 2020; Pohl et al., 2020; W. Li et al., 2021). Decreases in mean precipitation are projected to emerge in parts of Africa by the middle of the century, and later in the Mediterranean and Southern Australia, but the emergence depends on the scenario, and specific seasons for crop growth (Nguyen et al., 2018; Rojas et al., 2019).",False,high,high,"[('high', -0.070594825, 93.18), ('very', -2.9455948, 5.26), ('medium', -4.195595, 1.51), ('Confidence', -8.945595, 0.01), (""'"", -9.070595, 0.01)]",high,high,"[('high', -0.19495982, 82.29), ('very', -2.1949599, 11.14), ('medium', -3.4449599, 3.19), ('Confidence', -3.4449599, 3.19), ('Statement', -6.9449596, 0.1)]",high,high,"[('high', -0.05550397, 94.6), ('very', -3.555504, 2.86), ('medium', -3.680504, 2.52), ('low', -9.430504, 0.01), (""'"", -10.430504, 0.0)]",high,high,"[('high', -0.19495982, 82.29), ('very', -2.1949599, 11.14), ('medium', -3.4449599, 3.19), ('Confidence', -3.4449599, 3.19), ('Statement', -6.9449596, 0.1)]",high,high,"[('high', -0.070594825, 93.18), ('very', -2.9455948, 5.26), ('medium', -4.195595, 1.51), ('Confidence', -8.945595, 0.01), (""'"", -9.070595, 0.01)]"
2089,2089,86,2089,AR6_WGI,1876,8,The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance consistently occurring in most years at 2°C–3°C (medium confidence) and including several months in most years at 3°C–5°C ,The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered shared socioeconomic pathway (SSP) scenarios; such disappearance including several months in most years at 3°C–5°C,high,2,test,"Sea Ice LossRKR-A, B, H; RFC1,3,5Arctic sea ice area decreased for all months since 1970s; strongest decrease in summer (very high confidence). Arctic sea ice younger, thinner and faster moving (very high confidence). Current pan-Arctic sea ice levels unprecedented since 1850 (high confidence). Low confidence in all aspects of Antarctic sea ice prior to the satellite era. Antarctic sea ice area experienced little net change since 1979 (high confidence). The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance consistently occurring in most years at 2°C–3°C (medium confidence) and including several months in most years at 3°C–5°C (high confidence).Sections 2.3.2, 4.3.2.1, 9.3.1, 9.3.2, 12.4.9; Figures 4.2c, 4.5. Permafrost ThawRKR-A,C; RFC3,5Increases in permafrost temperatures in the upper 30 m over the past three to four decades throughout the permafrost regions (high confidence).",False,high,high,"[('high', -0.13773777, 87.13), ('very', -2.3877378, 9.18), ('medium', -3.7627378, 2.32), ('Confidence', -4.5127378, 1.1), ('Statement', -6.6377378, 0.13)]",high,high,"[('high', -0.11181332, 89.42), ('medium', -2.7368133, 6.48), ('very', -3.2368133, 3.93), (""'"", -7.1118135, 0.08), ('I', -7.9868135, 0.03)]",high,high,"[('high', -0.19530554, 82.26), ('very', -2.1953056, 11.13), ('Confidence', -3.3203056, 3.61), ('medium', -3.5703056, 2.81), ('Statement', -7.0703053, 0.08)]",high,high,"[('high', -0.13392387, 87.47), ('very', -2.6339238, 7.18), ('medium', -3.1339238, 4.35), ('Confidence', -4.883924, 0.76), ('Statement', -7.008924, 0.09)]",high,high,"[('high', -0.11181332, 89.42), ('medium', -2.7368133, 6.48), ('very', -3.2368133, 3.93), (""'"", -7.1118135, 0.08), ('I', -7.9868135, 0.03)]"
2095,2095,87,2095,AR6_WGI,1876,18,"Northern Hemisphere (NH) Spring Snow CoverRKR-G, RFC1,3Substantial reductions in spring snow cover extent in the NH since 1978 ",Spring Snow Cover has seen substantial reductions in spring snow cover extent in the Northern Hemisphere since 1978,very high,3,test,"GMSL increase over the 20th century faster than over any preceding century in at least the last three millennia (high confidence).Up to 2050, limited scenario/GWL dependency (likely sea level rise about 0.15–0.30 m). By 2100, likely GMSL rise with respect to 1995–2014 of 0.51 (0.40–0.69) m, 0.62 (0.50–0.81) m and 0.70 (0.58–0.91) m for, respectively, GWLs of 2.0°C, 3.0°C, and 4.0°C (medium confidence). Deep uncertainty in projections for GWLs >3°C because of ice-sheet behaviour. For example, incorporation of low confidence ice-sheet processes under SSP5-8.5 (approximately 5°C) leads to a rise of 0.6-1.6 m rather than 0.7–1.1 m.Sections 9.6.1.2, 9.6.3.3, 9.6.3.4, 12.4. Sea-Level Change Commitment (2,000 years after peak GWL)RFC5GMSL commitment (over the 2000-year-long period following peak warming) of 2–6 m for 2°C peak warming, 4–10 m for 3°C peak warming, 12–16 m for 4°C peak warming, and 19–22 m for 5°C peak warming (medium agreement, limited evidence).Section 9.6.3.5. Northern Hemisphere (NH) Spring Snow CoverRKR-G, RFC1,3Substantial reductions in spring snow cover extent in the NH since 1978 (very high confidence). Since 1981, general decline in NH spring snow water equivalent (high confidence).Linear change of NH snow cover in spring of about 8% (area) per °C ofglobal warming (for GWLs <4°C).",False,very high,very high,"[('very', -0.501329, 60.57), ('high', -1.001329, 36.74), ('Confidence', -3.876329, 2.07), ('High', -6.001329, 0.25), ('Statement', -6.626329, 0.13)]",very high,very high,"[('very', -0.85882956, 42.37), ('Confidence', -0.85882956, 42.37), ('high', -2.3588295, 9.45), ('Statement', -3.6088295, 2.71), ('High', -4.2338295, 1.45)]",very high,very high,"[('very', -0.85882956, 42.37), ('Confidence', -0.85882956, 42.37), ('high', -2.3588295, 9.45), ('Statement', -3.6088295, 2.71), ('High', -4.2338295, 1.45)]",very high,very high,"[('very', -0.23600902, 78.98), ('high', -1.986009, 13.72), ('Confidence', -2.8610091, 5.72), ('Very', -5.236009, 0.53), ('Statement', -5.236009, 0.53)]",high,high,"[('high', -0.48638195, 61.48), ('very', -0.98638195, 37.29), ('Confidence', -4.736382, 0.88), ('medium', -6.736382, 0.12), ('High', -6.986382, 0.09)]"
