,Unnamed: 0.1,Unnamed: 0,statement_idx,report,page_num,sent_num,original_statement,final_statement,confidence,score,split,context,has_confidence_in_final_statement,raw_output_1,model_confidence_classification_1,model_logprobs1,raw_output_2,model_confidence_classification_2,model_logprobs2,raw_output_3,model_confidence_classification_3,model_logprobs3,raw_output_4,model_confidence_classification_4,model_logprobs4,raw_output_5,model_confidence_classification_5,model_logprobs5
2089,2089,86,2089,AR6_WGI,1876,8,The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance consistently occurring in most years at 2°C–3°C (medium confidence) and including several months in most years at 3°C–5°C ,The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered shared socioeconomic pathway (SSP) scenarios; such disappearance including several months in most years at 3°C–5°C,high,2,test,"Sea Ice LossRKR-A, B, H; RFC1,3,5Arctic sea ice area decreased for all months since 1970s; strongest decrease in summer (very high confidence). Arctic sea ice younger, thinner and faster moving (very high confidence). Current pan-Arctic sea ice levels unprecedented since 1850 (high confidence). Low confidence in all aspects of Antarctic sea ice prior to the satellite era. Antarctic sea ice area experienced little net change since 1979 (high confidence). The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance consistently occurring in most years at 2°C–3°C (medium confidence) and including several months in most years at 3°C–5°C (high confidence).Sections 2.3.2, 4.3.2.1, 9.3.1, 9.3.2, 12.4.9; Figures 4.2c, 4.5. Permafrost ThawRKR-A,C; RFC3,5Increases in permafrost temperatures in the upper 30 m over the past three to four decades throughout the permafrost regions (high confidence).",False,high,high,"[('high', -0.47746086, 62.04), ('very', -0.97746086, 37.63), ('medium', -5.727461, 0.33), ('Very', -9.727461, 0.01), ('""', -11.227461, 0.0)]",very high,very high,"[('very', -0.31600687, 72.91), ('high', -1.3160069, 26.82), ('medium', -5.9410067, 0.26), ('Very', -9.816007, 0.01), ('\n', -10.941007, 0.0)]",very high,very high,"[('very', -0.31600687, 72.91), ('high', -1.3160069, 26.82), ('medium', -5.9410067, 0.26), ('Very', -9.816007, 0.01), ('\n', -10.941007, 0.0)]",very high,very high,"[('very', -0.4351096, 64.72), ('high', -1.0601096, 34.64), ('medium', -5.0601096, 0.63), ('Very', -11.310109, 0.0), (""'"", -12.435109, 0.0)]",very high,very high,"[('very', -0.48101255, 61.82), ('high', -0.9810126, 37.49), ('medium', -4.9810123, 0.69), ('Very', -11.356012, 0.0), (""'"", -12.356012, 0.0)]"
2095,2095,87,2095,AR6_WGI,1876,18,"Northern Hemisphere (NH) Spring Snow CoverRKR-G, RFC1,3Substantial reductions in spring snow cover extent in the NH since 1978 ",Spring Snow Cover has seen substantial reductions in spring snow cover extent in the Northern Hemisphere since 1978,very high,3,test,"GMSL increase over the 20th century faster than over any preceding century in at least the last three millennia (high confidence).Up to 2050, limited scenario/GWL dependency (likely sea level rise about 0.15–0.30 m). By 2100, likely GMSL rise with respect to 1995–2014 of 0.51 (0.40–0.69) m, 0.62 (0.50–0.81) m and 0.70 (0.58–0.91) m for, respectively, GWLs of 2.0°C, 3.0°C, and 4.0°C (medium confidence). Deep uncertainty in projections for GWLs >3°C because of ice-sheet behaviour. For example, incorporation of low confidence ice-sheet processes under SSP5-8.5 (approximately 5°C) leads to a rise of 0.6-1.6 m rather than 0.7–1.1 m.Sections 9.6.1.2, 9.6.3.3, 9.6.3.4, 12.4. Sea-Level Change Commitment (2,000 years after peak GWL)RFC5GMSL commitment (over the 2000-year-long period following peak warming) of 2–6 m for 2°C peak warming, 4–10 m for 3°C peak warming, 12–16 m for 4°C peak warming, and 19–22 m for 5°C peak warming (medium agreement, limited evidence).Section 9.6.3.5. Northern Hemisphere (NH) Spring Snow CoverRKR-G, RFC1,3Substantial reductions in spring snow cover extent in the NH since 1978 (very high confidence). Since 1981, general decline in NH spring snow water equivalent (high confidence).Linear change of NH snow cover in spring of about 8% (area) per °C ofglobal warming (for GWLs <4°C).",False,very high,very high,"[('very', -0.20148955, 81.75), ('high', -1.7014896, 18.24), ('medium', -9.826489, 0.01), ('Very', -11.826489, 0.0), (""'"", -12.201489, 0.0)]",very high,very high,"[('very', -0.10026761, 90.46), ('high', -2.3502676, 9.53), (""'"", -10.600267, 0.0), ('Very', -11.100267, 0.0), ('medium', -11.225267, 0.0)]",very high,very high,"[('very', -0.16027468, 85.19), ('high', -1.9102747, 14.8), ('medium', -10.4102745, 0.0), ('Very', -11.5352745, 0.0), ('\n', -12.6602745, 0.0)]",very high,very high,"[('very', -0.16027369, 85.19), ('high', -1.9102737, 14.8), ('medium', -10.785274, 0.0), ('\n', -11.285274, 0.0), ('Very', -12.035274, 0.0)]",very high,very high,"[('very', -0.1602742, 85.19), ('high', -1.9102741, 14.8), ('medium', -10.1602745, 0.0), (""'"", -12.1602745, 0.0), ('Very', -13.0352745, 0.0)]"
2115,2115,88,2115,AR6_WGI,1947,16,"Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America ","Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America",high,2,test,"{Figure Atlas.11, Interactive Atlas, Atlas.3.1, Atlas.4.2, Atlas.5.1.2, Atlas.5.2.2, Atlas.5.3.2, Atlas.5.4.2, Atlas.5.5.2, Atlas.6.1.2, Atlas.6.2.2, Atlas.7.2, Atlas.8.2, Atlas.9.2, Atlas.10.2, Atlas.11.1.2, Atlas.11.2.2} Significant positive trends in precipitation have been observed in most of North Asia, parts of West Central Asia, South-Eastern South America, Northern Europe, Eastern North America, Western Antarctica and the Arctic (medium confidence). Significant negative trends have been observed in the Horn of Africa and south-west of the state of Western Australia (high confidence), parts of the Russian Far East, some parts of the Mediterranean and of the Caribbean, south-east and north-east Brazil, and southern Africa (medium confidence), with the trend in southern Africa attributed to anthropogenic (human-caused) warming of the Indian Ocean. In many other land areas there are no significant trends in annual precipitation over the period 1960–2015 though increases in average precipitation intensity have been observed in the Sahel and South East Asia (medium confidence). {Figure Atlas.11, Interactive Atlas, Atlas.3.1, Atlas.4.2, Atlas.5.1.2, Atlas.5.2.2, Atlas.5.3.2, Atlas.5.4.2, Atlas.5.5.2, Atlas.6.1.2, Atlas.6.2.2, Atlas.7.2, Atlas.8.2, Atlas.9.2, Atlas.10.2, Atlas.11.1.2, Atlas.11.2.2}The observed warming trends are projected to continue over the 21st century (high confidence) and over most land regions at a rate higher than the global average. At a global warming level of 4°C (i.e., relative to an 1850–1900 baseline) it is likely that most land areas will experience a further warming (from a 1995–2014 baseline) of at least 3°C and in some areas significantly more, including increases of 4°C–6°C in the Sahara/Sahel; South West, Central and North Asia; Northern South America and Amazonia; Western and Central, and Eastern Europe; and Western, Central and Eastern North America; and up to 8°C or more in some Arctic regions. Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America (high confidence). Ranges of regional warming for global warming levels of 1.5°C, 2°C, 3°C and 4°C, and for other time periods and emissions scenarios are available in the Interactive Atlas from Coupled Model Intercomparison Project Phases 5 and 6 (CMIP5, CMIP6) and Coordinated Regional Climate Downscaling Experiment (CORDEX) projections.",False,high,high,"[('high', -0.19160976, 82.56), ('very', -1.8166097, 16.26), ('medium', -4.44161, 1.18), ('low', -11.816609, 0.0), (' high', -13.066609, 0.0)]",high,high,"[('high', -0.1271828, 88.06), ('very', -2.3771827, 9.28), ('medium', -3.6271827, 2.66), ('low', -11.127183, 0.0), (' high', -13.127183, 0.0)]",high,high,"[('high', -0.09509501, 90.93), ('very', -2.470095, 8.46), ('medium', -5.095095, 0.61), ('low', -12.845095, 0.0), (' high', -13.345095, 0.0)]",high,high,"[('high', -0.09509501, 90.93), ('very', -2.470095, 8.46), ('medium', -5.095095, 0.61), ('low', -12.845095, 0.0), (' high', -13.345095, 0.0)]",high,high,"[('high', -0.1271828, 88.06), ('very', -2.3771827, 9.28), ('medium', -3.6271827, 2.66), ('low', -11.127183, 0.0), (' high', -13.127183, 0.0)]"
2132,2132,89,2132,AR6_WGI,1987,14,Atlas.4.5 Summary The rate of surface temperature increase has generally been more rapid in Africa than the global average and by at least 0.1°C–0.2°C during 1961–2015 ,The rate of surface temperature increase has generally been more rapid in Africa than the global average and by at least 0.1°C–0.2°C during 1961–2015,high,2,test,"For West Africa, rainfall projection is uncertain because of the contrasting signals from models (Dosio et al., 2019). Nonetheless, West Africa river basin-scale irrigation potential would decline under 2°C of global warming even for areas where water availability increases (Sylla et al., 2018). The western and eastern Sahel are projected as hotspots for delayed rainfall onset dates of about four days and six days causing reduced length of rainy season in the 1.5°C–2°C warmer climates under RCP4.5 and RCP8.5 scenarios (Kumi and Abiodun, 2018). Projected delay in rainfall cessation dates and a longer length of rainy season over the western part of the Guinea coast is likely under the same scenarios (Figure Atlas.16; Sellami et al., 2016; Kumi and Abiodun, 2018). There is a tendency towards an increase in annual mean precipitation over central Sahel and eastern Africa (Interactive Atlas, Figure Atlas.16, (Nikulin et al., 2018), especially over the Ethiopian Highlands with up to 0.5 mm day–1 (Osima et al., 2018). Atlas.4.5 Summary The rate of surface temperature increase has generally been more rapid in Africa than the global average and by at least 0.1°C–0.2°C during 1961–2015 (high confidence). Minimum temperatures have increased more rapidly than maximum temperatures over inland southern Africa (medium confidence).",False,high,high,"[('high', -0.055310998, 94.62), ('medium', -3.555311, 2.86), ('very', -3.680311, 2.52), ('**', -12.430311, 0.0), (' high', -12.555311, 0.0)]",high,high,"[('high', -0.13631456, 87.26), ('medium', -2.6363146, 7.16), ('very', -2.8863146, 5.58), ('low', -11.011314, 0.0), (' high', -13.011314, 0.0)]",high,high,"[('high', -0.13631456, 87.26), ('medium', -2.6363146, 7.16), ('very', -2.8863146, 5.58), ('low', -11.011314, 0.0), (' high', -13.011314, 0.0)]",high,high,"[('high', -0.057899203, 94.37), ('medium', -3.0578992, 4.7), ('very', -4.682899, 0.93), ('low', -12.182899, 0.0), (' high', -12.557899, 0.0)]",high,high,"[('high', -0.13631456, 87.26), ('medium', -2.6363146, 7.16), ('very', -2.8863146, 5.58), ('low', -11.011314, 0.0), (' high', -13.011314, 0.0)]"
2191,2191,90,2191,AR6_WGI,2003,4,"The assessment found that the volume of ice in New Zealand has declined by 36–61% from the mid- to late 1800s to the late 1900s (high confidence), while late-season significant snow depth has also declined in three out of four Snowy Mountain sites in Australia between 1957 and 2002 ","The assessment found that the volume of ice in New Zealand has declined by 36–61% from the mid- to late 1800s to the late 1900s, while late-season significant snow depth has also declined in three out of four Snowy Mountain sites in Australia between 1957 and 2002",high,2,test,"Future projections for precipitation extremes indicate an increase in most of Australia and New Zealand, in terms of rare daily rainfall extremes (i.e., current 20-year return 1987 AtlasAperiod events) and of short duration (sub-daily) extremes (medium confidence). Likewise, however, there is a projected increase in the frequency of drought in southern Australia (medium confidence) and in many parts of New Zealand (medium confidence). Owing to hotter and drier conditions there is high confidence that the occurrence of fire weather will increase in most of southern Australia, and medium confidence that the fire danger index will increase in many parts of New Zealand. The AR5 reported mean sea levels have also increased in Australia and New Zealand at average rates of relative sea level rise of 1.4 ± 0.6 mm yr –1 from 1900 to 2011, and 1.7 ± 0.1 mm yr –1 from 1900 to 2009, respectively (very high confidence). The assessment found that the volume of ice in New Zealand has declined by 36–61% from the mid- to late 1800s to the late 1900s (high confidence), while late-season significant snow depth has also declined in three out of four Snowy Mountain sites in Australia between 1957 and 2002 (high confidence). As mean sea level rise is projected to continue for at least several more centuries, there is very high confidence that this will lead to large increases in the frequency of extreme sea level events in Australia and New Zealand.",False,high,high,"[('high', -0.056609333, 94.5), ('very', -3.1816094, 4.15), ('medium', -4.306609, 1.35), ('low', -10.306609, 0.0), (' high', -13.556609, 0.0)]",high,high,"[('high', -0.026519842, 97.38), ('medium', -4.27652, 1.39), ('very', -4.40152, 1.23), ('low', -10.90152, 0.0), (' high', -13.77652, 0.0)]",high,high,"[('high', -0.03715744, 96.35), ('very', -3.5371575, 2.91), ('medium', -4.9121575, 0.74), ('low', -11.412157, 0.0), (' high', -12.787157, 0.0)]",high,high,"[('high', -0.056609333, 94.5), ('very', -3.1816094, 4.15), ('medium', -4.306609, 1.35), ('low', -10.306609, 0.0), (' high', -13.556609, 0.0)]",high,high,"[('high', -0.026519842, 97.38), ('medium', -4.27652, 1.39), ('very', -4.40152, 1.23), ('low', -10.90152, 0.0), (' high', -13.77652, 0.0)]"
2196,2196,91,2196,AR6_WGI,2007,20,"Atlas.7.1.1.2 Findings From Previous IPCC Assessments According to AR5 (Christensen et al., 2013), significant positive trends of temperature have been observed in Central America ","According to the Assessment Report (AR5), significant positive trends of temperature have been observed in Central America",high,2,test,"A significant positive correlation between precipitation rates in CAR and the Atlantic Multi-decadal Variability (AMV) was found (Enfield et al., 2001). A similar result was found in southern Mexico (north of SCA) in the MSD region (see case-study discussion in Section 10.4.2.3; Méndez and Magaña, 2010; Cavazos et al., 2020). On the other hand, ENSO favours wet conditions in NCA, but its effect is modulated by Pacific Decadal Variability (PDV; Maldonado et al., 2016). One of the most prominent features of the regional climate is the incidence of tropical cyclones (TCs), which represent an important hazard for almost all the countries of the region between June and November. A detailed assessment is given in Chapter 11. Atlas.7.1.1.2 Findings From Previous IPCC Assessments According to AR5 (Christensen et al., 2013), significant positive trends of temperature have been observed in Central America (high confidence), while significant precipitation trends are regionally dependent, especially during the summer. In addition, changes in climate variability and in extreme events have severely affected the region (medium confidence).",False,high,high,"[('high', -0.15018518, 86.05), ('very', -2.400185, 9.07), ('medium', -3.025185, 4.85), ('low', -8.775186, 0.02), ('Very', -11.150186, 0.0)]",high,high,"[('high', -0.11991905, 88.7), ('very', -2.494919, 8.25), ('medium', -3.494919, 3.04), ('low', -8.994919, 0.01), ('Very', -11.869919, 0.0)]",high,high,"[('high', -0.30129856, 73.99), ('very', -1.4262986, 24.02), ('medium', -3.9262986, 1.97), ('low', -8.676298, 0.02), (""'"", -10.926298, 0.0)]",high,high,"[('high', -0.19690928, 82.13), ('very', -2.0719092, 12.59), ('medium', -2.9469092, 5.25), ('low', -8.446909, 0.02), ('Very', -10.321909, 0.0)]",high,high,"[('high', -0.15018518, 86.05), ('very', -2.400185, 9.07), ('medium', -3.025185, 4.85), ('low', -8.775186, 0.02), ('Very', -11.150186, 0.0)]"
2208,2208,92,2208,AR6_WGI,2010,20,Under moderate future emissions overall negative but non-significant precipitation trends are projected for the 21st century ,Under moderate future emissions overall negative but non-significant precipitation trends are projected for the 21st century across Central America and the Caribbean,low,0,test,"Atlas.7.1.5 Summary Significant warming trends between 0.2°C and 0.3°C per decade have been observed in the three reference regions of Central America in the last 30 years, with the largest increases in the North American Monsoon region (high confidence). Changes in mean precipitation rates are less consistent and long-term trends are generally weak. Small positive trends were observed in the total annual precipitation in part of the region. Warming in the continental part of the region is projected to increase in the range of the mean global values for GWL of 1.5°C and 3°C, but in the Caribbean regional warming will be lower. Precipitation is projected to decrease with increasing GWLs, especially for CAR and SCA.Projected change in mean annual precipitation shows a large spatial variability across Central America and the Caribbean. Under moderate future emissions overall negative but non-significant precipitation trends are projected for the 21st century (low confidence). Under higher-emissions scenarios and at higher GWLs, average precipitation is likely to decrease in most of the region, particularly in the north- western and central Caribbean and part of continental Central America, especially in SCA.",False,medium,medium,"[('medium', -0.049853057, 95.14), ('low', -3.549853, 2.87), ('high', -3.924853, 1.97), ('very', -9.049853, 0.01), ('Medium', -11.424853, 0.0)]",medium,medium,"[('medium', -0.05809685, 94.36), ('high', -3.058097, 4.7), ('low', -4.683097, 0.93), ('very', -8.558097, 0.02), ('moder', -11.558097, 0.0)]",medium,medium,"[('medium', -0.038180918, 96.25), ('low', -3.5381808, 2.91), ('high', -4.788181, 0.83), ('very', -10.163181, 0.0), ('moder', -11.788181, 0.0)]",medium,medium,"[('medium', -0.058814988, 94.29), ('low', -3.558815, 2.85), ('high', -3.558815, 2.85), ('very', -8.808815, 0.01), ('moder', -11.308815, 0.0)]",medium,medium,"[('medium', -0.058814988, 94.29), ('low', -3.558815, 2.85), ('high', -3.558815, 2.85), ('very', -8.808815, 0.01), ('moder', -11.308815, 0.0)]"
2235,2235,93,2235,AR6_WGI,2013,15,"Under high RCPs, the CMIP5 ensemble projects that all Brazilian regions will experience more rainfall variability in the future, so drier dry periods and wetter wet periods on daily, weekly, monthly and seasonal time scales, despite the future changes in mean rainfall being currently uncertain ","Under high representative concentration pathways (RCPs), the coupled model intercomparison project 5 (CMIP5) ensemble projects that all Brazilian regions will experience more rainfall variability in the future, so drier dry periods and wetter wet periods on daily, weekly, monthly and seasonal time scales, despite the future changes in mean rainfall being currently uncertain",medium,1,test,"Using warming levels (Figure Atlas.22), the temperature is projected to increase at or above the level of global warming in all regions apart from SSA with additional warming (compared to a 1995–2014 baseline) of over 4°C for the 4°C warming level in NSA and SAM. Changes for other warming levels, sub-regions and emissions pathways are shown in Figure Atlas.22 and can be explored with the Interactive Atlas. In general, models show a wide regional range in the direction and the magnitude of mean precipitation change in many South American regions, with large significant increases and decreases (Figure Atlas.22 and the Interactive Atlas). In the medium and long term, under the high-emissions scenario, the CMIP5 multi-model ensemble projected an increase in precipitation (generally greater than 10%) in SES and NWS, and a decrease (less than 10%) in NSA across seasons (high confidence , robust evidence) (Solman, 2013; Chou et al., 2014; Coppola et al., 2014; Llopart et al., 2014, 2021; Reboita et al., 2014, 2021; Sánchez et al., 2015; Menéndez et al., 2016; Ruscica et al., 2016; Bozkurt et al., 2018a; Zaninelli et al., 2019). Also, in parts of SWS, annual precipitation is projected to decrease (up to 30%) by the late 21st century (Souvignet et al., 2010; Palomino- Lemus et al., 2017, 2018; Bozkurt et al., 2018a). Under high RCPs, the CMIP5 ensemble projects that all Brazilian regions will experience more rainfall variability in the future, so drier dry periods and wetter wet periods on daily, weekly, monthly and seasonal time scales, despite the future changes in mean rainfall being currently uncertain (medium confidence) (Alves et al., 2021). Regarding the SAmerM, it is very likely that the monsoon will experience changes in its life cycle by the end of the 21st century for both RCP4.5 and RCP8.5 emissions and, in particular, delayed onset.",False,medium,medium,"[('medium', -0.392902, 67.51), ('high', -1.142902, 31.89), ('low', -5.642902, 0.35), ('very', -6.017902, 0.24), ('moder', -11.892902, 0.0)]",medium,medium,"[('medium', -0.39715588, 67.22), ('high', -1.1471559, 31.75), ('very', -5.022156, 0.66), ('low', -5.647156, 0.35), ('Medium', -10.147156, 0.0)]",medium,medium,"[('medium', -0.2556888, 77.44), ('high', -1.5056888, 22.19), ('low', -5.8806887, 0.28), ('very', -7.0056887, 0.09), ('Medium', -10.880689, 0.0)]",medium,medium,"[('medium', -0.39715588, 67.22), ('high', -1.1471559, 31.75), ('very', -5.022156, 0.66), ('low', -5.647156, 0.35), ('Medium', -10.147156, 0.0)]",medium,medium,"[('medium', -0.2556888, 77.44), ('high', -1.5056888, 22.19), ('low', -5.8806887, 0.28), ('very', -7.0056887, 0.09), ('Medium', -10.880689, 0.0)]"
2293,2293,94,2293,AR6_WGI,2040,34,"In the south-west, north-east and north-west, SMB turns negative or close to zero after 2000 and remains above zero in other regions ","In the south-west, north-east and north-west of Greenland, snowfall surface mass balance (SMB) turns negative or close to zero after 2000 and remains above zero in other regions",medium,1,test,"Montgomery et al. (2020) confirmed this, highlighting that RCMs (MAR and RACMO) are underestimating accumulation in south-east Greenland and that models misrepresent spatial heterogeneity due to an orographically forced bias in snowfall near the coast. Further, for north-east Greenland, Karlsson et al. (2020) found RCMs underestimate snow accumulation rates by up to 35%. The regional time series show that SMB has been gradually decreasing in all seven regions (1979–2017), although the trend is less strong in central-eastern and south-eastern regions. In the south-west, north-east and north-west, SMB turns negative or close to zero after 2000 and remains above zero in other regions (medium confidence) (Figure Atlas.30). Atlas.11.2.4 Assessment and Synthesis of Projections Mean temperature in the Arctic is projected to continue to rise through the 21st century significantly higher than the global average (Figure Atlas.29 and the Interactive Atlas).",False,high,high,"[('high', -0.17704956, 83.77), ('very', -2.5520496, 7.79), ('medium', -2.5520496, 7.79), ('low', -5.0520496, 0.64), ('High', -12.80205, 0.0)]",high,high,"[('high', -0.25299227, 77.65), ('medium', -2.0029922, 13.49), ('very', -2.5029922, 8.18), ('low', -5.002992, 0.67), ('Very', -12.377993, 0.0)]",high,high,"[('high', -0.24486038, 78.28), ('very', -2.2448604, 10.59), ('medium', -2.2448604, 10.59), ('low', -5.24486, 0.53), ('\n', -12.244861, 0.0)]",high,high,"[('high', -0.17704956, 83.77), ('very', -2.5520496, 7.79), ('medium', -2.5520496, 7.79), ('low', -5.0520496, 0.64), (' high', -12.80205, 0.0)]",high,high,"[('high', -0.26034907, 77.08), ('very', -2.135349, 11.82), ('medium', -2.260349, 10.43), ('low', -5.0103493, 0.67), ('\n', -12.260349, 0.0)]"
2310,2310,95,2310,AR6_WGII,20,16,"Approximately half of the species assessed globally have shifted polewards or, on land, also to higher elevations ","Approximately half of the species assessed globally have shifted polewards or, on land, also to higher elevations",very high,3,test,"Adverse impacts from tropical cyclones, with related losses and damages19, have increased due to sea level rise and the increase in heavy precipitation (medium confidence). Impacts in natural and human systems from slow-onset processes29 such as ocean acidification, sea level rise or regional decreases in precipitation have also been attributed to human induced climate change (high confidence). {1.3, 2.3, 2.4, 2.5, 3.2, 3.4, 3.5, 3.6, 4.2, 5.2, 5.4, 5.6, 5.12, 7.2, 9.6, 9.7, 9.8, 9.11, 11.3, Box 11.1, Box 11.2, Table 11.9, 12.3, 12.4, 13.3, 13.5, 13.10, 14.2, 14.5, 15.7, 15.8, 16.2, CCP1.2, CCP2.2, Box CCP5.1, CCP7.3, CCB DISASTER, CCB EXTREME, CCB ILLNESS, WGI AR6 SPM.3, WGI AR6 9, WGI AR6 11.3–11.8, SROCC Chapter 4} B.1.2 Climate change has caused substantial damages, and increasingly irreversible losses, in terrestrial, freshwater and coastal and open ocean marine ecosystems (high confidence). The extent and magnitude of climate change impacts are larger than estimated in previous assessments (high confidence). Widespread deterioration of ecosystem structure and function, resilience and natural adaptive capacity, as well as shifts in seasonal timing have occurred due to climate change (high confidence), with adverse socioeconomic consequences (high confidence). Approximately half of the species assessed globally have shifted polewards or, on land, also to higher elevations (very high confidence). Hundreds of local losses of species have been driven by increases in the magnitude of heat extremes (high confidence), as well as mass mortality events on land and in the ocean (very high confidence) and loss of kelp forests (high confidence).",False,high,high,"[('high', -0.387037, 67.91), ('very', -1.137037, 32.08), ('medium', -9.012037, 0.01), ('**', -10.762037, 0.0), ('Very', -11.637037, 0.0)]",high,high,"[('high', -0.1271615, 88.06), ('very', -2.1271615, 11.92), ('medium', -8.502161, 0.02), ('Very', -11.252161, 0.0), ('**', -11.877161, 0.0)]",high,high,"[('high', -0.25204667, 77.72), ('very', -1.5020467, 22.27), ('medium', -9.377047, 0.01), ('**', -11.002047, 0.0), ('Very', -12.127047, 0.0)]",high,high,"[('high', -0.47430703, 62.23), ('very', -0.97430706, 37.75), ('medium', -8.474307, 0.02), ('**', -11.724307, 0.0), (""'"", -12.599307, 0.0)]",high,high,"[('high', -0.387037, 67.91), ('very', -1.137037, 32.08), ('medium', -9.012037, 0.01), ('**', -10.762037, 0.0), ('Very', -11.637037, 0.0)]"
2392,2392,96,2392,AR6_WGII,26,4,"Mental health challenges, including anxiety and stress, are expected to increase under further global warming in all assessed regions, particularly for children, adolescents, elderly, and those with underlying health conditions ","Mental health challenges, including anxiety and stress, are expected to increase under further global warming in all assessed regions, particularly for children, adolescents, elderly, and those with underlying health conditions",very high,3,test,"(Figure SPM.3) {1.1, 3.3, 4.5, 5.2, 5.4, 5.5, 5.8, 5.9, 5.12, 7.3, 8.3, 9.11, 13.5, 15.3, 16.5, 16.6, CCB MOVING PLATE, CCB SLR} 15SPM Summary for PolicymakersB.4.4 Climate change and related extreme events will significantly increase ill health and premature deaths from the near- to long-term (high confidence). Globally, population exposure to heatwaves will continue to increase with additional warming, with strong geographical differences in heat-related mortality without additional adaptation (very high confidence). Climate-sensitive food-borne, water-borne, and vector-borne disease risks are projected to increase under all levels of warming without additional adaptation (high confidence). In particular, dengue risk will increase with longer seasons and a wider geographic distribution in Asia, Europe, Central and South America and sub-Saharan Africa, potentially putting additional billions of people at risk by the end of the century (high confidence). Mental health challenges, including anxiety and stress, are expected to increase under further global warming in all assessed regions, particularly for children, adolescents, elderly, and those with underlying health conditions (very high confidence). {4.5, 5.12, Box 5.10, 7.3, Figure 7.9, 8.4, 9.10, Figure 9.32, Figure 9.35, 10.4, Figure 10.11, 11.3, 12.3, Figure 12.5, Figure 12.6, 13.7, Figure 13.23, Figure 13.24, 14.5, 15.3, CCP6.2} B.4.5 Climate change risks to cities, settlements and key infrastructure will rise rapidly in the mid- and long-term with further global warming, especially in places already exposed to high temperatures, along coastlines, or with high vulnerabilities (high confidence).",False,high,high,"[('high', -0.014881362, 98.52), ('very', -4.264881, 1.41), ('medium', -7.264881, 0.07), ('Very', -12.014881, 0.0), ('High', -12.264881, 0.0)]",high,high,"[('high', -0.02335321, 97.69), ('very', -3.898353, 2.03), ('medium', -5.898353, 0.27), ('\n', -11.023354, 0.0), ('Very', -11.023354, 0.0)]",high,high,"[('high', -0.02335321, 97.69), ('very', -3.898353, 2.03), ('medium', -5.898353, 0.27), ('Very', -11.023354, 0.0), ('\n', -11.023354, 0.0)]",high,high,"[('high', -0.023310583, 97.7), ('very', -3.8983107, 2.03), ('medium', -5.8983107, 0.27), ('Very', -11.898311, 0.0), ('High', -12.023311, 0.0)]",high,high,"[('high', -0.022989208, 97.73), ('very', -3.8979893, 2.03), ('medium', -6.0229893, 0.24), ('Very', -11.772989, 0.0), ('High', -11.897989, 0.0)]"
