,Unnamed: 0.1,Unnamed: 0,statement_idx,report,page_num,sent_num,original_statement,final_statement,confidence,score,split,context,has_confidence_in_final_statement,raw_output_1,model_confidence_classification_1,model_logprobs1,raw_output_2,model_confidence_classification_2,model_logprobs2,raw_output_3,model_confidence_classification_3,model_logprobs3,raw_output_4,model_confidence_classification_4,model_logprobs4,raw_output_5,model_confidence_classification_5,model_logprobs5
1928,1928,79,1928,AR6_WGI,1839,27,Fire weather: Fire weather conditions have been increasing since about 1980 over a few regions in Europe including Mediterranean areas ,Fire weather conditions have been increasing since about 1980 over a few regions in Europe including Mediterranean areas,low,0,test,"There will be regions in southern Europe where this type of drought could be up to 14 times worse than the worst drought in the historical period (Guerreiro et al., 2018). One-in-10-year drought events are projected to happen every second year (Mora et al., 2018; Ruosteenoja et al., 2018). The Mediterranean region will have 100 additional stress years (years with three consecutive months of precipitation deficits greater than 25%; Giorgi et al., 2018); an increase of both drought frequency (up to two events per decade) and severity (Spinoni et al., 2014, 2020) and an increase of consecutive dry days in the southern part of the MED region (Lionello and Scarascia, 2020). In contrast, droughts are expected to decrease in winter in Northern Europe (Section 11.9; Spinoni et al., 2018a). These findings are confirmed by the EURO-CORDEX, CMIP5 and CMIP6 ensemble that show a change of frequency of drought events in the MED between 2–3 events per decade by mid-century for scenario RCP8.5 (Figure 12.SM.3; Coppola et al., 2021a). Fire weather: Fire weather conditions have been increasing since about 1980 over a few regions in Europe including Mediterranean areas (low confidence) (Venäläinen et al., 2014; Urbieta et al., 2019; Barbero et al., 2020; Giannaros et al., 2021). However, beyond a few studies, evidence is largely missing on attribution of these trends to anthropogenic climate change (Forzieri et al., 2016).",False,high,high,"[('high', -0.1642694, 84.85), ('medium', -1.9142694, 14.74), ('very', -5.5392694, 0.39), (""'"", -9.664269, 0.01), ('low', -11.164269, 0.0)]",high,high,"[('high', -0.2527865, 77.66), ('medium', -1.6277865, 19.64), ('very', -3.6277864, 2.66), ('low', -7.8777866, 0.04), ('High', -11.627787, 0.0)]",high,high,"[('high', -0.22985224, 79.47), ('medium', -1.6048522, 20.09), ('very', -5.479852, 0.42), (""'"", -8.854853, 0.01), ('low', -9.729853, 0.01)]",high,high,"[('high', -0.23306338, 79.21), ('medium', -1.7330633, 17.67), ('very', -3.4830635, 3.07), ('low', -7.858063, 0.04), ('High', -11.483064, 0.0)]",high,high,"[('high', -0.323829, 72.34), ('medium', -1.3238289, 26.61), ('very', -4.573829, 1.03), ('low', -8.698829, 0.02), ('High', -12.073829, 0.0)]"
1935,1935,80,1935,AR6_WGI,1840,13,"Wind stagnation events may become more frequent in future climate scenarios in some areas of Europe in the second half of the 21st century (Horton et al., 2014; Vautard et al., 2018), with potential consequences on air quality ","Wind stagnation events may become more frequent in future climate scenarios in some areas of Europe in the second half of the 21st century, with potential consequences on air quality",low,0,test,"Due to changes in mean surface wind speed patterns (C. Li et al., 2018) and the poleward shift of the North Atlantic jet stream exit, mean surface wind speeds are projected to decrease in the Mediterranean areas under RCP4.5 and RCP8.5 by the middle of the century and beyond, or for GWLs of 2°C and higher (high confidence), with a subsequent decrease in wind power potential (medium confidence) (Hueging et al., 2013; Tobin et al., 2015, 2018; Davy et al., 2018; Karnauskas et al., 2018a; Kjellström et al., 2018; Moemken et al., 2018; Figure 12.4). However, sub-regional patterns of change are shown in regional climate models, such as an increase in wind speeds in the Aegean Sea and in the northern Adriatic Sea, where a reduction of Bora events and an increase of Scirocco events are projected for mid-century and beyond under RCP4.5 and RCP8.5 (medium confidence) (Tobin et al., 2016; Davy et al., 2018; Belušić Vozila et al., 2019). Projections (as cited above) also indicate a decrease in mean wind speed in Northern Europe (medium confidence , medium agreement) (Karnauskas et al., 2018a; Tobin et al., 2018; Jung and Schindler, 2019). Daily and interannual wind variability is projected to increase under RCP8.5 only in Northern Europe (low confidence) (Moemken et al., 2018), which can influence electrical grid management and wind energy production (low confidence). Wind speeds are projected to shift towards more frequent occurrences below thresholds inhibiting wind power production (Weber et al., 2018). Wind stagnation events may become more frequent in future climate scenarios in some areas of Europe in the second half of the 21st century (Horton et al., 2014; Vautard et al., 2018), with potential consequences on air quality (low confidence).Severe wind storm: There are large uncertainties in past evolutions of windstorms and extreme winds in Europe. Extreme near-surface winds have been decreasing in the past decades (Smits et al., 2005; Tian et al., 2019; Vautard et al., 2019) according to near-surface observations.",False,medium,medium,"[('medium', -0.018306917, 98.19), ('low', -4.0183067, 1.8), ('high', -9.018307, 0.01), (""'"", -10.643307, 0.0), ('Medium', -12.893307, 0.0)]",medium,medium,"[('medium', -0.029972974, 97.05), ('low', -3.529973, 2.93), ('high', -9.279973, 0.01), (""'"", -9.404973, 0.01), ('Medium', -10.904973, 0.0)]",medium,medium,"[('medium', -0.016081179, 98.4), ('low', -4.2660813, 1.4), (""'"", -6.3910813, 0.17), ('Medium', -9.391081, 0.01), ('high', -9.516081, 0.01)]",medium,medium,"[('medium', -0.018264553, 98.19), ('low', -4.018265, 1.8), ('high', -9.143265, 0.01), ('Medium', -13.393265, 0.0), ('moder', -13.393265, 0.0)]",medium,medium,"[('medium', -0.029972974, 97.05), ('low', -3.529973, 2.93), ('high', -9.279973, 0.01), (""'"", -9.404973, 0.01), ('Medium', -10.904973, 0.0)]"
1956,1956,81,1956,AR6_WGI,1848,11,"Climate change drives future increases in North American fire weather, particularly in the south-west ","Climate change drives future increases in North American fire weather, particularly in the south-west",high,2,test,"(2015). Increases in lightning-initiated fires have been distinguished from trends in man- made fire in western Canada and the USA (Balch et al., 2017; Hanes et al., 2019). Jain et al. (2017) identified a 1979–2015 expansion in fire weather season in eastern Canada and the south-western USA (with a smaller reduction in the northern Mountain West) along with regional shifts in the 99th percentile Canadian Fire Weather Index (FWI) and potential fire-spread days. Girardin and Wotton (2009) noted that 1951–2002 trends in the Monthly Drought Code fire index in eastern Canada could hardly be distinguished from decadal variability. Climate change drives future increases in North American fire weather, particularly in the south-west (high confidence), although further studies on shifts in exposure and vulnerability are needed to understand overall fire risks (see WGII Chapter 14). A significant increase of FWI is apparent before 2050 under RCP8.5 in much of North America, including the frequency of 95th-percentile FWI days, peak seasonal FWI average, fire weather season length, and maximum fire weather index (Abatzoglou et al., 2019), and fire season across North America expands dramatically beyond 2°C global warming levels (Q.",False,high,high,"[('high', -0.08944745, 91.44), ('very', -2.4644475, 8.51), ('medium', -7.7144475, 0.04), ('Very', -10.464447, 0.0), ('High', -10.714447, 0.0)]",high,high,"[('high', -0.12797566, 87.99), ('very', -2.1279757, 11.91), ('medium', -6.8779755, 0.1), ('Very', -11.627975, 0.0), ('High', -12.502975, 0.0)]",high,high,"[('high', -0.20208639, 81.7), ('very', -1.7020864, 18.23), ('medium', -7.4520864, 0.06), ('Very', -9.952086, 0.0), ('High', -10.952086, 0.0)]",high,high,"[('high', -0.16067414, 85.16), ('very', -1.9106741, 14.8), ('medium', -7.910674, 0.04), (""'"", -9.910674, 0.0), ('Very', -10.910674, 0.0)]",high,high,"[('high', -0.12735493, 88.04), ('very', -2.1273549, 11.92), ('medium', -8.002355, 0.03), (""'"", -9.877355, 0.01), ('Very', -10.877355, 0.0)]"
1957,1957,82,1957,AR6_WGI,1848,19,"Changes in North American wet and dry climatic impact- drivers are largely organized by the ‘north-east (more wet) to south-west (more dry)’ pattern of mean precipitation change, although heavy precipitation increases are widespread and increasing evaporative demand expands aridity, agricultural and ecological drought, and fire weather (particularly in summer) (high confidence).12.4.6.3 Wind Mean wind speed: Mean wind speeds have declined in North America – as in other Northern Hemisphere areas – over the past four decades (medium confidence) (AR5 WGI) with a reversal in the last decade ",The mean wind speeds decline in North America – as in other Northern Hemisphere areas – over the past four decades has reversed in the last decade,low,0,test,"X. Wang et al. (2017b) simulated fire-spread days across Canada and found increases across most of the areas studied by 2071–2100, with median changes of –20 to +140% (RCP2.6), –20 to +250% (RCP4.5) and 40 to 360% (RCP8.5) compared to 1976–2015. Prestemon et al. (2016) found more conducive conditions for lightning-ignited fires in the south-eastern USA by mid-century, while warming conditions in Alaska increasingly push July temperatures above 13.4°C, a threshold for fire danger across Alaska’s tundra and boreal forest (Partain et al., 2016; Young et al., 2017). Longer and more intense fire seasons would also raise particulate matter and black carbon concentrations in the western USA, reducing visibility at many National Parks (Yue et al., 2013; Val Martin et al., 2015). Changes in North American wet and dry climatic impact- drivers are largely organized by the ‘north-east (more wet) to south-west (more dry)’ pattern of mean precipitation change, although heavy precipitation increases are widespread and increasing evaporative demand expands aridity, agricultural and ecological drought, and fire weather (particularly in summer) (high confidence).12.4.6.3 Wind Mean wind speed: Mean wind speeds have declined in North America – as in other Northern Hemisphere areas – over the past four decades (medium confidence) (AR5 WGI) with a reversal in the last decade (low confidence) not fully consistent across studies (Tian et al., 2019; Zeng et al., 2019; Z. Zhang et al., 2019). Tian et al.",False,medium,medium,"[('medium', -0.06972488, 93.27), ('high', -3.1947248, 4.1), ('low', -3.6947248, 2.49), ('very', -6.569725, 0.14), (""'"", -9.444725, 0.01)]",medium,medium,"[('medium', -0.14305286, 86.67), ('high', -2.2680528, 10.35), ('low', -3.7680528, 2.31), ('very', -5.018053, 0.66), ('Medium', -10.393053, 0.0)]",medium,medium,"[('medium', -0.10551838, 89.99), ('high', -2.6055183, 7.39), ('low', -3.7305183, 2.4), ('very', -6.1055183, 0.22), (""'"", -10.730518, 0.0)]",medium,medium,"[('medium', -0.11391612, 89.23), ('high', -2.4889162, 8.3), ('low', -3.8639162, 2.1), ('very', -5.613916, 0.36), ('Medium', -11.488916, 0.0)]",medium,medium,"[('medium', -0.103902996, 90.13), ('high', -2.728903, 6.53), ('low', -3.478903, 3.08), ('very', -5.978903, 0.25), ('Medium', -11.728903, 0.0)]"
2001,2001,83,2001,AR6_WGI,1861,10,"In the Arctic, overall snow extent and seasonal duration are projected to continue recent declines (high confidence), although mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals ","In the Arctic, mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals",medium,1,test,"(2014) projected that a strengthening of the Southern Annular Mode would decrease easterlies along Antarctica’s coasts with only small changes in katabatic winds (although this effect may diminish with stratospheric ozone recovery). In contrast, Gorter et al. (2014) regional climate model projections indicated a reduction in mean winds over the interior of Greenland by RCP4.5 2100 while coastal winds increase. Reanalysis data and climate models indicate few coherent regional trends of polar cyclone frequency or relationships with cyclone depth and size (Akperov et al., 2018, 2019; Day and Hodges, 2018; Zahn et al., 2018). 12.4.9.4 Snow and Ice Snow: Atlas.11.1 identified likely increases in surface mass balance (driven by snowfall) across Antarctica in the 20th century (medium confidence). In the Arctic, overall snow extent and seasonal duration are projected to continue recent declines (high confidence), although mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals (medium confidence) (Section 9.5.3, Atlas.9 and Atlas.11.2; Bring et al., 2016; Danco et al., 2016; AMAP , 2017; Meredith et al., 2019). Higher temperatures result in a higher percentage of Arctic precipitation falling as rain (particularly in autumn and spring) (high confidence), with most land regions (outside of Greenland and Antarctica) becoming dominated by rainfall (more than 50% of total precipitation) by RCP8.5 2100 (Bintanja and Andry, 2017; Irannezhad et al., 2017).",False,high,high,"[('high', -0.1648254, 84.8), ('medium', -1.9148254, 14.74), ('very', -5.4148254, 0.45), ('low', -9.164825, 0.01), ('High', -11.289825, 0.0)]",high,high,"[('high', -0.20451352, 81.5), ('medium', -1.7045135, 18.19), ('very', -6.0795135, 0.23), (""'"", -7.4545135, 0.06), ('low', -9.079514, 0.01)]",high,high,"[('high', -0.43329486, 64.84), ('medium', -1.0582949, 34.7), ('very', -5.433295, 0.44), ('low', -9.308295, 0.01), (""'"", -9.558295, 0.01)]",high,high,"[('high', -0.15029606, 86.05), ('medium', -2.025296, 13.2), ('very', -4.900296, 0.74), ('low', -9.025296, 0.01), ('High', -11.400296, 0.0)]",high,high,"[('high', -0.09689981, 90.76), ('medium', -2.4718997, 8.44), ('very', -4.8469, 0.79), ('High', -10.7219, 0.0), (""'"", -10.9719, 0.0)]"
2016,2016,84,2016,AR6_WGI,1864,23,"Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion ","Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion",very high,3,test,"Box 10.3 identified a continuing strong role of the urban heat island in amplifying heat extremes in cities, although changes in the urban heat island are an order of magnitude smaller than projected localized warming trends (very high confidence). Coastal cities’ proximity to the sea somewhat mitigates the effect of urban heat islands (high confidence) (Salvati et al., 2017; Santamouris et al., 2017; Y . Wang et al., 2018; Martinelli et al., 2020). Cities and settlements by the sea typically experience higher humidity levels than inland regions, combining with heat to enhance heat stress and induce exceedance of critical heat stress thresholds for outdoor activities, with potential enhanced exposure to heat for informal settlements (J. Wang et al., 2019). Such threshold exceedances are projected to increase for many coastal areas (high confidence), including the Persian Gulf where heat stress is projected to be extreme (Pal and Eltahir, 2016; Ahmadalipour and Moradkhani, 2018), and some low-lying areas in Europe such as the Po Valley and coastal Mediterranean areas (Coppola et al., 2021a; Schwingshackl et al., 2021; see also the heat stress index shown in Figure 12.4d–f). Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion (very high confidence) impacting cities and settlements located especially in low-elevation coastal zones and mega-deltas (Chan et al., 2012, 2018; Karymbalis et al., 2012; Hemer et al., 2013; Aerts et al., 2014; B. Neumann et al., 2015; Hauer et al., 2016; Ranasinghe, 2016; Hinkel et al., 2018; Mavromatidi et al., 2018; Marcos et al., 2019; see also Sections 12.3, 12.4.1–12.4.7 and 12.4.9). Coastal erosion and flooding also pose challenges to critical infrastructure such as roads, subway tunnels, electricity and phone networks, wastewater management plants and buildings (Grahn and Nyberg, 2017; Pregnolato et al., 2017).",False,high,high,"[('high', -0.25274196, 77.67), ('very', -1.5027419, 22.25), (""'"", -7.877742, 0.04), ('medium', -8.127742, 0.03), ('Very', -9.377742, 0.01)]",high,high,"[('high', -0.25268456, 77.67), ('very', -1.5026846, 22.25), ('medium', -8.002685, 0.03), (""'"", -8.127685, 0.03), ('Very', -9.502685, 0.01)]",high,high,"[('high', -0.2019355, 81.71), ('very', -1.7019355, 18.23), ('medium', -7.5769353, 0.05), ('Very', -12.951936, 0.0), ('\n', -13.326936, 0.0)]",high,high,"[('high', -0.1006043, 90.43), ('very', -2.3506043, 9.53), ('medium', -7.8506045, 0.04), ('\n', -13.350604, 0.0), ('Very', -13.350604, 0.0)]",very high,very high,"[('very', -0.5760573, 56.21), ('high', -0.8260573, 43.78), ('medium', -9.326057, 0.01), ('Very', -10.951057, 0.0), (""'"", -12.451057, 0.0)]"
2046,2046,85,2046,AR6_WGI,1870,16,"The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America ","The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America",high,2,test,"In other regions emergence is projected at the latest in the first half of the 21st century under RCP8.5 (high confidence) (King et al., 2015; Seneviratne and Hauser, 2020). Relative to the end of 20th-century conditions, changes in humid heat stress as characterized by wet bulb temperature, indicates a ToE as early as in the first two decades of the 21st century in RCP8.5 at least in many tropical regions (most of Africa in the band 20°S–20°N, South Asia and South East Asia) (medium confidence) (Im et al., 2021). By 2050 and under RCP8.5, wet bulb temperature is projected to emerge in many other areas such as Southern Africa, North Africa, Europe, and most of Central, Southern and Eastern Asia and Northern and Eastern Australia, while under RCP2.6, emergence is either reached later in the century (Europe, Central Asia, Northern Australia), or never reached in the century (Im et al., 2021). Decrease of cold spells has already emerged above the interannual variability in Australasia, Africa and most of Northern South America, and they are projected to emerge before 2050 in the northern mid-latitudes and in Southern South America (King et al., 2015) under RCP8.5 (medium confidence, limited evidence and high agreement). Mean precipitation: Mean precipitation changes only emerged over a few regions in the historical period (increase in Northern and Eastern Europe and decrease in West Africa and Amazonia) from observations with an S/N ratio larger than one (low confidence) (Hawkins et al., 2020). The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America (high confidence) and later in other northern mid-latitude areas, depending on the scenario, albeit with different methods and emergence definitions used in climate projections (Chapter 8; Giorgi and Bi, 2009; Maraun, 2013; King et al., 2015; Akhter et al., 2018; Kumar and Ganguly, 2018; Nguyen et al., 2018; Barrow and Sauchyn, 2019; Rojas et al., 2019; Kusunoki et al., 2020; Pohl et al., 2020; W. Li et al., 2021). Decreases in mean precipitation are projected to emerge in parts of Africa by the middle of the century, and later in the Mediterranean and Southern Australia, but the emergence depends on the scenario, and specific seasons for crop growth (Nguyen et al., 2018; Rojas et al., 2019).",False,high,high,"[('high', -0.10347544, 90.17), ('very', -2.3534753, 9.5), ('medium', -5.7284756, 0.33), (""'"", -12.978476, 0.0), (' high', -13.228476, 0.0)]",high,high,"[('high', -0.09185621, 91.22), ('very', -2.4668562, 8.49), ('medium', -5.841856, 0.29), (""'"", -13.216856, 0.0), (' high', -13.216856, 0.0)]",high,high,"[('high', -0.11696268, 88.96), ('very', -2.2419627, 10.62), ('medium', -5.491963, 0.41), (""'"", -12.991962, 0.0), (' high', -13.241962, 0.0)]",high,high,"[('high', -0.12911513, 87.89), ('very', -2.129115, 11.89), ('medium', -6.129115, 0.22), (' high', -13.504115, 0.0), ('low', -13.754115, 0.0)]",high,high,"[('high', -0.026364397, 97.4), ('very', -3.7763643, 2.29), ('medium', -5.7763643, 0.31), ('High', -12.526364, 0.0), (""'"", -12.776364, 0.0)]"
2089,2089,86,2089,AR6_WGI,1876,8,The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance consistently occurring in most years at 2°C–3°C (medium confidence) and including several months in most years at 3°C–5°C ,The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered shared socioeconomic pathway (SSP) scenarios; such disappearance including several months in most years at 3°C–5°C,high,2,test,"Sea Ice LossRKR-A, B, H; RFC1,3,5Arctic sea ice area decreased for all months since 1970s; strongest decrease in summer (very high confidence). Arctic sea ice younger, thinner and faster moving (very high confidence). Current pan-Arctic sea ice levels unprecedented since 1850 (high confidence). Low confidence in all aspects of Antarctic sea ice prior to the satellite era. Antarctic sea ice area experienced little net change since 1979 (high confidence). The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance consistently occurring in most years at 2°C–3°C (medium confidence) and including several months in most years at 3°C–5°C (high confidence).Sections 2.3.2, 4.3.2.1, 9.3.1, 9.3.2, 12.4.9; Figures 4.2c, 4.5. Permafrost ThawRKR-A,C; RFC3,5Increases in permafrost temperatures in the upper 30 m over the past three to four decades throughout the permafrost regions (high confidence).",False,very high,very high,"[('very', -0.32108265, 72.54), ('high', -1.3210826, 26.68), ('medium', -5.4460826, 0.43), ('Very', -6.0710826, 0.23), (""'"", -7.8210826, 0.04)]",very high,very high,"[('very', -0.5851256, 55.7), ('high', -0.8351256, 43.38), ('medium', -4.7101254, 0.9), ('Very', -9.585126, 0.01), ('高', -11.085126, 0.0)]",very high,very high,"[('very', -0.4342183, 64.78), ('high', -1.0592183, 34.67), ('medium', -5.4342184, 0.44), ('Very', -7.1842184, 0.08), ('\n', -9.309218, 0.01)]",high,high,"[('high', -0.39974198, 67.05), ('very', -1.149742, 31.67), ('medium', -4.399742, 1.23), ('Very', -8.149742, 0.03), (""'"", -9.399742, 0.01)]",high,high,"[('high', -0.16881, 84.47), ('very', -1.91881, 14.68), ('medium', -4.79381, 0.83), ('Very', -9.29381, 0.01), ('High', -10.16881, 0.0)]"
2095,2095,87,2095,AR6_WGI,1876,18,"Northern Hemisphere (NH) Spring Snow CoverRKR-G, RFC1,3Substantial reductions in spring snow cover extent in the NH since 1978 ",Spring Snow Cover has seen substantial reductions in spring snow cover extent in the Northern Hemisphere since 1978,very high,3,test,"GMSL increase over the 20th century faster than over any preceding century in at least the last three millennia (high confidence).Up to 2050, limited scenario/GWL dependency (likely sea level rise about 0.15–0.30 m). By 2100, likely GMSL rise with respect to 1995–2014 of 0.51 (0.40–0.69) m, 0.62 (0.50–0.81) m and 0.70 (0.58–0.91) m for, respectively, GWLs of 2.0°C, 3.0°C, and 4.0°C (medium confidence). Deep uncertainty in projections for GWLs >3°C because of ice-sheet behaviour. For example, incorporation of low confidence ice-sheet processes under SSP5-8.5 (approximately 5°C) leads to a rise of 0.6-1.6 m rather than 0.7–1.1 m.Sections 9.6.1.2, 9.6.3.3, 9.6.3.4, 12.4. Sea-Level Change Commitment (2,000 years after peak GWL)RFC5GMSL commitment (over the 2000-year-long period following peak warming) of 2–6 m for 2°C peak warming, 4–10 m for 3°C peak warming, 12–16 m for 4°C peak warming, and 19–22 m for 5°C peak warming (medium agreement, limited evidence).Section 9.6.3.5. Northern Hemisphere (NH) Spring Snow CoverRKR-G, RFC1,3Substantial reductions in spring snow cover extent in the NH since 1978 (very high confidence). Since 1981, general decline in NH spring snow water equivalent (high confidence).Linear change of NH snow cover in spring of about 8% (area) per °C ofglobal warming (for GWLs <4°C).",False,very high,very high,"[('very', -0.693326, 49.99), ('high', -0.693326, 49.99), ('medium', -9.193326, 0.01), ('Very', -9.943326, 0.0), (""'"", -10.943326, 0.0)]",very high,very high,"[('very', -0.20157598, 81.74), ('high', -1.701576, 18.24), (""'"", -9.201576, 0.01), ('medium', -10.326576, 0.0), ('Very', -10.826576, 0.0)]",very high,very high,"[('very', -0.31341925, 73.09), ('high', -1.3134192, 26.89), ('medium', -8.813419, 0.01), ('Very', -12.938419, 0.0), (' very', -13.313419, 0.0)]",very high,very high,"[('very', -0.25249508, 77.69), ('high', -1.502495, 22.26), ('medium', -8.002495, 0.03), (""'"", -8.627495, 0.02), ('Very', -10.752495, 0.0)]",very high,very high,"[('very', -0.25207296, 77.72), ('high', -1.5020729, 22.27), ('medium', -9.252073, 0.01), (""'"", -10.252073, 0.0), ('Very', -12.627073, 0.0)]"
2115,2115,88,2115,AR6_WGI,1947,16,"Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America ","Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America",high,2,test,"{Figure Atlas.11, Interactive Atlas, Atlas.3.1, Atlas.4.2, Atlas.5.1.2, Atlas.5.2.2, Atlas.5.3.2, Atlas.5.4.2, Atlas.5.5.2, Atlas.6.1.2, Atlas.6.2.2, Atlas.7.2, Atlas.8.2, Atlas.9.2, Atlas.10.2, Atlas.11.1.2, Atlas.11.2.2} Significant positive trends in precipitation have been observed in most of North Asia, parts of West Central Asia, South-Eastern South America, Northern Europe, Eastern North America, Western Antarctica and the Arctic (medium confidence). Significant negative trends have been observed in the Horn of Africa and south-west of the state of Western Australia (high confidence), parts of the Russian Far East, some parts of the Mediterranean and of the Caribbean, south-east and north-east Brazil, and southern Africa (medium confidence), with the trend in southern Africa attributed to anthropogenic (human-caused) warming of the Indian Ocean. In many other land areas there are no significant trends in annual precipitation over the period 1960–2015 though increases in average precipitation intensity have been observed in the Sahel and South East Asia (medium confidence). {Figure Atlas.11, Interactive Atlas, Atlas.3.1, Atlas.4.2, Atlas.5.1.2, Atlas.5.2.2, Atlas.5.3.2, Atlas.5.4.2, Atlas.5.5.2, Atlas.6.1.2, Atlas.6.2.2, Atlas.7.2, Atlas.8.2, Atlas.9.2, Atlas.10.2, Atlas.11.1.2, Atlas.11.2.2}The observed warming trends are projected to continue over the 21st century (high confidence) and over most land regions at a rate higher than the global average. At a global warming level of 4°C (i.e., relative to an 1850–1900 baseline) it is likely that most land areas will experience a further warming (from a 1995–2014 baseline) of at least 3°C and in some areas significantly more, including increases of 4°C–6°C in the Sahara/Sahel; South West, Central and North Asia; Northern South America and Amazonia; Western and Central, and Eastern Europe; and Western, Central and Eastern North America; and up to 8°C or more in some Arctic regions. Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America (high confidence). Ranges of regional warming for global warming levels of 1.5°C, 2°C, 3°C and 4°C, and for other time periods and emissions scenarios are available in the Interactive Atlas from Coupled Model Intercomparison Project Phases 5 and 6 (CMIP5, CMIP6) and Coordinated Regional Climate Downscaling Experiment (CORDEX) projections.",False,high,high,"[('high', -0.09164272, 91.24), ('very', -2.7166426, 6.61), ('medium', -3.8416426, 2.15), ('low', -11.716642, 0.0), (' high', -13.341642, 0.0)]",high,high,"[('high', -0.09788546, 90.68), ('very', -2.4728854, 8.43), ('medium', -4.7228856, 0.89), ('low', -12.097885, 0.0), (' high', -12.722885, 0.0)]",high,high,"[('high', -0.1090663, 89.67), ('very', -2.3590662, 9.45), ('medium', -4.7340665, 0.88), ('low', -11.359066, 0.0), ('Very', -12.109066, 0.0)]",high,high,"[('high', -0.04632986, 95.47), ('very', -3.67133, 2.54), ('medium', -3.92133, 1.98), ('low', -11.4213295, 0.0), (' high', -13.2963295, 0.0)]",high,high,"[('high', -0.046329632, 95.47), ('very', -3.6713297, 2.54), ('medium', -3.9213297, 1.98), ('low', -11.4213295, 0.0), (' high', -13.2963295, 0.0)]"
2132,2132,89,2132,AR6_WGI,1987,14,Atlas.4.5 Summary The rate of surface temperature increase has generally been more rapid in Africa than the global average and by at least 0.1°C–0.2°C during 1961–2015 ,The rate of surface temperature increase has generally been more rapid in Africa than the global average and by at least 0.1°C–0.2°C during 1961–2015,high,2,test,"For West Africa, rainfall projection is uncertain because of the contrasting signals from models (Dosio et al., 2019). Nonetheless, West Africa river basin-scale irrigation potential would decline under 2°C of global warming even for areas where water availability increases (Sylla et al., 2018). The western and eastern Sahel are projected as hotspots for delayed rainfall onset dates of about four days and six days causing reduced length of rainy season in the 1.5°C–2°C warmer climates under RCP4.5 and RCP8.5 scenarios (Kumi and Abiodun, 2018). Projected delay in rainfall cessation dates and a longer length of rainy season over the western part of the Guinea coast is likely under the same scenarios (Figure Atlas.16; Sellami et al., 2016; Kumi and Abiodun, 2018). There is a tendency towards an increase in annual mean precipitation over central Sahel and eastern Africa (Interactive Atlas, Figure Atlas.16, (Nikulin et al., 2018), especially over the Ethiopian Highlands with up to 0.5 mm day–1 (Osima et al., 2018). Atlas.4.5 Summary The rate of surface temperature increase has generally been more rapid in Africa than the global average and by at least 0.1°C–0.2°C during 1961–2015 (high confidence). Minimum temperatures have increased more rapidly than maximum temperatures over inland southern Africa (medium confidence).",False,high,high,"[('high', -0.06826824, 93.4), ('very', -3.1932683, 4.1), ('medium', -3.6932683, 2.49), ('High', -10.568268, 0.0), ('Very', -11.318268, 0.0)]",high,high,"[('high', -0.06826824, 93.4), ('very', -3.1932683, 4.1), ('medium', -3.6932683, 2.49), ('High', -10.568268, 0.0), ('Very', -11.318268, 0.0)]",high,high,"[('high', -0.11025298, 89.56), ('medium', -2.4852529, 8.33), ('very', -3.8602529, 2.11), ('low', -11.735253, 0.0), ('High', -12.360253, 0.0)]",high,high,"[('high', -0.101381116, 90.36), ('medium', -2.726381, 6.55), ('very', -3.476381, 3.09), ('low', -10.726381, 0.0), (' high', -12.601381, 0.0)]",high,high,"[('high', -0.056598965, 94.5), ('medium', -3.181599, 4.15), ('very', -4.306599, 1.35), ('low', -11.681599, 0.0), (' high', -12.306599, 0.0)]"
