,Unnamed: 0.1,Unnamed: 0,statement_idx,report,page_num,sent_num,original_statement,final_statement,confidence,score,split,context,has_confidence_in_final_statement,raw_output_1,model_confidence_classification_1,model_logprobs1,raw_output_2,model_confidence_classification_2,model_logprobs2,raw_output_3,model_confidence_classification_3,model_logprobs3,raw_output_4,model_confidence_classification_4,model_logprobs4,raw_output_5,model_confidence_classification_5,model_logprobs5
1928,1928,79,1928,AR6_WGI,1839,27,Fire weather: Fire weather conditions have been increasing since about 1980 over a few regions in Europe including Mediterranean areas ,Fire weather conditions have been increasing since about 1980 over a few regions in Europe including Mediterranean areas,low,0,test,"There will be regions in southern Europe where this type of drought could be up to 14 times worse than the worst drought in the historical period (Guerreiro et al., 2018). One-in-10-year drought events are projected to happen every second year (Mora et al., 2018; Ruosteenoja et al., 2018). The Mediterranean region will have 100 additional stress years (years with three consecutive months of precipitation deficits greater than 25%; Giorgi et al., 2018); an increase of both drought frequency (up to two events per decade) and severity (Spinoni et al., 2014, 2020) and an increase of consecutive dry days in the southern part of the MED region (Lionello and Scarascia, 2020). In contrast, droughts are expected to decrease in winter in Northern Europe (Section 11.9; Spinoni et al., 2018a). These findings are confirmed by the EURO-CORDEX, CMIP5 and CMIP6 ensemble that show a change of frequency of drought events in the MED between 2–3 events per decade by mid-century for scenario RCP8.5 (Figure 12.SM.3; Coppola et al., 2021a). Fire weather: Fire weather conditions have been increasing since about 1980 over a few regions in Europe including Mediterranean areas (low confidence) (Venäläinen et al., 2014; Urbieta et al., 2019; Barbero et al., 2020; Giannaros et al., 2021). However, beyond a few studies, evidence is largely missing on attribution of these trends to anthropogenic climate change (Forzieri et al., 2016).",False,medium,medium,"[('medium', -0.3590276, 69.84), ('Medium', -1.2132719, 29.72), ('high', -6.5865073, 0.14), ('High', -6.6850314, 0.12), ('low', -6.9487433, 0.1)]",Medium,medium,"[('Medium', -0.32669312, 72.13), ('medium', -1.335753, 26.3), ('High', -4.469065, 1.15), ('high', -5.75532, 0.32), ('Low', -7.4900994, 0.06)]",Medium,medium,"[('Medium', -0.32669312, 72.13), ('medium', -1.335753, 26.3), ('High', -4.469065, 1.15), ('high', -5.75532, 0.32), ('Low', -7.4900994, 0.06)]",Medium,medium,"[('Medium', -0.29245725, 74.64), ('medium', -1.4006191, 24.64), ('High', -5.2409987, 0.53), ('high', -6.757936, 0.12), ('Low', -7.914417, 0.04)]",Medium,medium,"[('Medium', -0.29245725, 74.64), ('medium', -1.4006191, 24.64), ('High', -5.2409987, 0.53), ('high', -6.757936, 0.12), ('Low', -7.914417, 0.04)]"
1935,1935,80,1935,AR6_WGI,1840,13,"Wind stagnation events may become more frequent in future climate scenarios in some areas of Europe in the second half of the 21st century (Horton et al., 2014; Vautard et al., 2018), with potential consequences on air quality ","Wind stagnation events may become more frequent in future climate scenarios in some areas of Europe in the second half of the 21st century, with potential consequences on air quality",low,0,test,"Due to changes in mean surface wind speed patterns (C. Li et al., 2018) and the poleward shift of the North Atlantic jet stream exit, mean surface wind speeds are projected to decrease in the Mediterranean areas under RCP4.5 and RCP8.5 by the middle of the century and beyond, or for GWLs of 2°C and higher (high confidence), with a subsequent decrease in wind power potential (medium confidence) (Hueging et al., 2013; Tobin et al., 2015, 2018; Davy et al., 2018; Karnauskas et al., 2018a; Kjellström et al., 2018; Moemken et al., 2018; Figure 12.4). However, sub-regional patterns of change are shown in regional climate models, such as an increase in wind speeds in the Aegean Sea and in the northern Adriatic Sea, where a reduction of Bora events and an increase of Scirocco events are projected for mid-century and beyond under RCP4.5 and RCP8.5 (medium confidence) (Tobin et al., 2016; Davy et al., 2018; Belušić Vozila et al., 2019). Projections (as cited above) also indicate a decrease in mean wind speed in Northern Europe (medium confidence , medium agreement) (Karnauskas et al., 2018a; Tobin et al., 2018; Jung and Schindler, 2019). Daily and interannual wind variability is projected to increase under RCP8.5 only in Northern Europe (low confidence) (Moemken et al., 2018), which can influence electrical grid management and wind energy production (low confidence). Wind speeds are projected to shift towards more frequent occurrences below thresholds inhibiting wind power production (Weber et al., 2018). Wind stagnation events may become more frequent in future climate scenarios in some areas of Europe in the second half of the 21st century (Horton et al., 2014; Vautard et al., 2018), with potential consequences on air quality (low confidence).Severe wind storm: There are large uncertainties in past evolutions of windstorms and extreme winds in Europe. Extreme near-surface winds have been decreasing in the past decades (Smits et al., 2005; Tian et al., 2019; Vautard et al., 2019) according to near-surface observations.",False,medium,medium,"[('medium', -0.25938958, 77.15), ('Medium', -1.4864633, 22.62), ('high', -6.6533732, 0.13), ('High', -7.3755717, 0.06), (' medium', -8.375124, 0.02)]",medium,medium,"[('medium', -0.2668345, 76.58), ('Medium', -1.4601519, 23.22), ('high', -6.78697, 0.11), ('High', -7.504486, 0.06), (' medium', -8.508932, 0.02)]",medium,medium,"[('medium', -0.48918688, 61.31), ('Medium', -0.96083605, 38.26), ('High', -6.236137, 0.2), ('high', -6.3154426, 0.18), (' medium', -7.8482413, 0.04)]",medium,medium,"[('medium', -0.2668345, 76.58), ('Medium', -1.4601519, 23.22), ('high', -6.78697, 0.11), ('High', -7.504486, 0.06), (' medium', -8.508932, 0.02)]",medium,medium,"[('medium', -0.25938958, 77.15), ('Medium', -1.4864633, 22.62), ('high', -6.6533732, 0.13), ('High', -7.3755717, 0.06), (' medium', -8.375124, 0.02)]"
1956,1956,81,1956,AR6_WGI,1848,11,"Climate change drives future increases in North American fire weather, particularly in the south-west ","Climate change drives future increases in North American fire weather, particularly in the south-west",high,2,test,"(2015). Increases in lightning-initiated fires have been distinguished from trends in man- made fire in western Canada and the USA (Balch et al., 2017; Hanes et al., 2019). Jain et al. (2017) identified a 1979–2015 expansion in fire weather season in eastern Canada and the south-western USA (with a smaller reduction in the northern Mountain West) along with regional shifts in the 99th percentile Canadian Fire Weather Index (FWI) and potential fire-spread days. Girardin and Wotton (2009) noted that 1951–2002 trends in the Monthly Drought Code fire index in eastern Canada could hardly be distinguished from decadal variability. Climate change drives future increases in North American fire weather, particularly in the south-west (high confidence), although further studies on shifts in exposure and vulnerability are needed to understand overall fire risks (see WGII Chapter 14). A significant increase of FWI is apparent before 2050 under RCP8.5 in much of North America, including the frequency of 95th-percentile FWI days, peak seasonal FWI average, fire weather season length, and maximum fire weather index (Abatzoglou et al., 2019), and fire season across North America expands dramatically beyond 2°C global warming levels (Q.",False,High,high,"[('High', -0.52301717, 59.27), ('Medium', -0.91298604, 40.13), ('high', -5.792163, 0.31), ('medium', -6.1160536, 0.22), ('Very', -7.5460577, 0.05)]",Medium,medium,"[('Medium', -0.41630238, 65.95), ('High', -1.0816886, 33.9), ('medium', -7.1166253, 0.08), ('high', -7.640633, 0.05), ('Very', -8.9598875, 0.01)]",Medium,medium,"[('Medium', -0.34309587, 70.96), ('High', -1.2545835, 28.52), ('medium', -5.5762825, 0.38), ('high', -6.696003, 0.12), ('Very', -9.138721, 0.01)]",Medium,medium,"[('Medium', -0.34309587, 70.96), ('High', -1.2545835, 28.52), ('medium', -5.5762825, 0.38), ('high', -6.696003, 0.12), ('Very', -9.138721, 0.01)]",Medium,medium,"[('Medium', -0.3594757, 69.8), ('High', -1.586332, 20.47), ('medium', -2.549827, 7.81), ('high', -3.9756007, 1.88), (' medium', -9.104456, 0.01)]"
1957,1957,82,1957,AR6_WGI,1848,19,"Changes in North American wet and dry climatic impact- drivers are largely organized by the ‘north-east (more wet) to south-west (more dry)’ pattern of mean precipitation change, although heavy precipitation increases are widespread and increasing evaporative demand expands aridity, agricultural and ecological drought, and fire weather (particularly in summer) (high confidence).12.4.6.3 Wind Mean wind speed: Mean wind speeds have declined in North America – as in other Northern Hemisphere areas – over the past four decades (medium confidence) (AR5 WGI) with a reversal in the last decade ",The mean wind speeds decline in North America – as in other Northern Hemisphere areas – over the past four decades has reversed in the last decade,low,0,test,"X. Wang et al. (2017b) simulated fire-spread days across Canada and found increases across most of the areas studied by 2071–2100, with median changes of –20 to +140% (RCP2.6), –20 to +250% (RCP4.5) and 40 to 360% (RCP8.5) compared to 1976–2015. Prestemon et al. (2016) found more conducive conditions for lightning-ignited fires in the south-eastern USA by mid-century, while warming conditions in Alaska increasingly push July temperatures above 13.4°C, a threshold for fire danger across Alaska’s tundra and boreal forest (Partain et al., 2016; Young et al., 2017). Longer and more intense fire seasons would also raise particulate matter and black carbon concentrations in the western USA, reducing visibility at many National Parks (Yue et al., 2013; Val Martin et al., 2015). Changes in North American wet and dry climatic impact- drivers are largely organized by the ‘north-east (more wet) to south-west (more dry)’ pattern of mean precipitation change, although heavy precipitation increases are widespread and increasing evaporative demand expands aridity, agricultural and ecological drought, and fire weather (particularly in summer) (high confidence).12.4.6.3 Wind Mean wind speed: Mean wind speeds have declined in North America – as in other Northern Hemisphere areas – over the past four decades (medium confidence) (AR5 WGI) with a reversal in the last decade (low confidence) not fully consistent across studies (Tian et al., 2019; Zeng et al., 2019; Z. Zhang et al., 2019). Tian et al.",False,Medium,medium,"[('Medium', -0.4605688, 63.09), ('medium', -1.1609606, 31.32), ('High', -3.7763896, 2.29), ('Low', -4.2916446, 1.37), ('high', -4.5079722, 1.1)]",Medium,medium,"[('Medium', -0.21908924, 80.33), ('medium', -1.8598726, 15.57), ('Low', -3.8118608, 2.21), ('High', -4.466415, 1.15), ('low', -5.354564, 0.47)]",medium,medium,"[('medium', -0.7517663, 47.15), ('Medium', -0.7665769, 46.46), ('High', -3.75873, 2.33), ('high', -3.8925838, 2.04), ('Low', -4.5708046, 1.03)]",medium,medium,"[('medium', -0.7517663, 47.15), ('Medium', -0.7665769, 46.46), ('High', -3.75873, 2.33), ('high', -3.8925838, 2.04), ('Low', -4.5708046, 1.03)]",Medium,medium,"[('Medium', -0.15784565, 85.4), ('medium', -2.35979, 9.44), ('High', -3.5419114, 2.9), ('Low', -4.1161413, 1.63), ('high', -5.698848, 0.33)]"
2001,2001,83,2001,AR6_WGI,1861,10,"In the Arctic, overall snow extent and seasonal duration are projected to continue recent declines (high confidence), although mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals ","In the Arctic, mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals",medium,1,test,"(2014) projected that a strengthening of the Southern Annular Mode would decrease easterlies along Antarctica’s coasts with only small changes in katabatic winds (although this effect may diminish with stratospheric ozone recovery). In contrast, Gorter et al. (2014) regional climate model projections indicated a reduction in mean winds over the interior of Greenland by RCP4.5 2100 while coastal winds increase. Reanalysis data and climate models indicate few coherent regional trends of polar cyclone frequency or relationships with cyclone depth and size (Akperov et al., 2018, 2019; Day and Hodges, 2018; Zahn et al., 2018). 12.4.9.4 Snow and Ice Snow: Atlas.11.1 identified likely increases in surface mass balance (driven by snowfall) across Antarctica in the 20th century (medium confidence). In the Arctic, overall snow extent and seasonal duration are projected to continue recent declines (high confidence), although mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals (medium confidence) (Section 9.5.3, Atlas.9 and Atlas.11.2; Bring et al., 2016; Danco et al., 2016; AMAP , 2017; Meredith et al., 2019). Higher temperatures result in a higher percentage of Arctic precipitation falling as rain (particularly in autumn and spring) (high confidence), with most land regions (outside of Greenland and Antarctica) becoming dominated by rainfall (more than 50% of total precipitation) by RCP8.5 2100 (Bintanja and Andry, 2017; Irannezhad et al., 2017).",False,Medium,medium,"[('Medium', -0.38093466, 68.32), ('medium', -1.2389364, 28.97), ('High', -3.9894056, 1.85), ('high', -5.1222525, 0.6), ('Low', -6.8729944, 0.1)]",Medium,medium,"[('Medium', -0.35474077, 70.14), ('medium', -1.3046728, 27.13), ('High', -3.9545715, 1.92), ('high', -5.191504, 0.56), ('Low', -6.8670106, 0.1)]",Medium,medium,"[('Medium', -0.35474077, 70.14), ('medium', -1.3046728, 27.13), ('High', -3.9545715, 1.92), ('high', -5.191504, 0.56), ('Low', -6.8670106, 0.1)]",Medium,medium,"[('Medium', -0.35474077, 70.14), ('medium', -1.3046728, 27.13), ('High', -3.9545715, 1.92), ('high', -5.191504, 0.56), ('Low', -6.8670106, 0.1)]",Medium,medium,"[('Medium', -0.35474077, 70.14), ('medium', -1.3046728, 27.13), ('High', -3.9545715, 1.92), ('high', -5.191504, 0.56), ('Low', -6.8670106, 0.1)]"
2016,2016,84,2016,AR6_WGI,1864,23,"Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion ","Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion",very high,3,test,"Box 10.3 identified a continuing strong role of the urban heat island in amplifying heat extremes in cities, although changes in the urban heat island are an order of magnitude smaller than projected localized warming trends (very high confidence). Coastal cities’ proximity to the sea somewhat mitigates the effect of urban heat islands (high confidence) (Salvati et al., 2017; Santamouris et al., 2017; Y . Wang et al., 2018; Martinelli et al., 2020). Cities and settlements by the sea typically experience higher humidity levels than inland regions, combining with heat to enhance heat stress and induce exceedance of critical heat stress thresholds for outdoor activities, with potential enhanced exposure to heat for informal settlements (J. Wang et al., 2019). Such threshold exceedances are projected to increase for many coastal areas (high confidence), including the Persian Gulf where heat stress is projected to be extreme (Pal and Eltahir, 2016; Ahmadalipour and Moradkhani, 2018), and some low-lying areas in Europe such as the Po Valley and coastal Mediterranean areas (Coppola et al., 2021a; Schwingshackl et al., 2021; see also the heat stress index shown in Figure 12.4d–f). Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion (very high confidence) impacting cities and settlements located especially in low-elevation coastal zones and mega-deltas (Chan et al., 2012, 2018; Karymbalis et al., 2012; Hemer et al., 2013; Aerts et al., 2014; B. Neumann et al., 2015; Hauer et al., 2016; Ranasinghe, 2016; Hinkel et al., 2018; Mavromatidi et al., 2018; Marcos et al., 2019; see also Sections 12.3, 12.4.1–12.4.7 and 12.4.9). Coastal erosion and flooding also pose challenges to critical infrastructure such as roads, subway tunnels, electricity and phone networks, wastewater management plants and buildings (Grahn and Nyberg, 2017; Pregnolato et al., 2017).",False,high,high,"[('high', -0.3642838, 69.47), ('High', -1.3807671, 25.14), ('medium', -3.293359, 3.71), ('Medium', -4.289624, 1.37), ('very', -6.4913206, 0.15)]",High,high,"[('High', -0.34395358, 70.9), ('high', -1.479425, 22.78), ('Medium', -3.0619292, 4.68), ('medium', -4.221668, 1.47), (' high', -7.3826327, 0.06)]",high,high,"[('high', -0.18262994, 83.31), ('High', -2.5193496, 8.05), ('medium', -2.569406, 7.66), ('Medium', -4.8696437, 0.77), (' high', -6.8640265, 0.1)]",high,high,"[('high', -0.3642838, 69.47), ('High', -1.3807671, 25.14), ('medium', -3.293359, 3.71), ('Medium', -4.289624, 1.37), ('very', -6.4913206, 0.15)]",high,high,"[('high', -0.4975303, 60.8), ('High', -1.2728142, 28.0), ('medium', -2.547335, 7.83), ('Medium', -3.4785826, 3.09), ('very', -6.74099, 0.12)]"
2046,2046,85,2046,AR6_WGI,1870,16,"The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America ","The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America",high,2,test,"In other regions emergence is projected at the latest in the first half of the 21st century under RCP8.5 (high confidence) (King et al., 2015; Seneviratne and Hauser, 2020). Relative to the end of 20th-century conditions, changes in humid heat stress as characterized by wet bulb temperature, indicates a ToE as early as in the first two decades of the 21st century in RCP8.5 at least in many tropical regions (most of Africa in the band 20°S–20°N, South Asia and South East Asia) (medium confidence) (Im et al., 2021). By 2050 and under RCP8.5, wet bulb temperature is projected to emerge in many other areas such as Southern Africa, North Africa, Europe, and most of Central, Southern and Eastern Asia and Northern and Eastern Australia, while under RCP2.6, emergence is either reached later in the century (Europe, Central Asia, Northern Australia), or never reached in the century (Im et al., 2021). Decrease of cold spells has already emerged above the interannual variability in Australasia, Africa and most of Northern South America, and they are projected to emerge before 2050 in the northern mid-latitudes and in Southern South America (King et al., 2015) under RCP8.5 (medium confidence, limited evidence and high agreement). Mean precipitation: Mean precipitation changes only emerged over a few regions in the historical period (increase in Northern and Eastern Europe and decrease in West Africa and Amazonia) from observations with an S/N ratio larger than one (low confidence) (Hawkins et al., 2020). The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America (high confidence) and later in other northern mid-latitude areas, depending on the scenario, albeit with different methods and emergence definitions used in climate projections (Chapter 8; Giorgi and Bi, 2009; Maraun, 2013; King et al., 2015; Akhter et al., 2018; Kumar and Ganguly, 2018; Nguyen et al., 2018; Barrow and Sauchyn, 2019; Rojas et al., 2019; Kusunoki et al., 2020; Pohl et al., 2020; W. Li et al., 2021). Decreases in mean precipitation are projected to emerge in parts of Africa by the middle of the century, and later in the Mediterranean and Southern Australia, but the emergence depends on the scenario, and specific seasons for crop growth (Nguyen et al., 2018; Rojas et al., 2019).",False,Medium,medium,"[('Medium', -0.75814825, 46.85), ('medium', -1.0570831, 34.75), ('High', -2.1172981, 12.04), ('high', -2.7786884, 6.21), (' medium', -7.7663536, 0.04)]",medium,medium,"[('medium', -0.88311774, 41.35), ('Medium', -1.1007652, 33.26), ('High', -1.985426, 13.73), ('high', -2.1692371, 11.43), (' medium', -7.284134, 0.07)]",Medium,medium,"[('Medium', -1.0089124, 36.46), ('medium', -1.0849775, 33.79), ('High', -1.7062734, 18.15), ('high', -2.172338, 11.39), ('very', -7.662393, 0.05)]",medium,medium,"[('medium', -0.4091821, 66.42), ('Medium', -1.8554521, 15.64), ('high', -2.0356145, 13.06), ('High', -3.0692143, 4.65), ('low', -7.080567, 0.08)]",medium,medium,"[('medium', -0.88311774, 41.35), ('Medium', -1.1007652, 33.26), ('High', -1.985426, 13.73), ('high', -2.1692371, 11.43), (' medium', -7.284134, 0.07)]"
2089,2089,86,2089,AR6_WGI,1876,8,The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance consistently occurring in most years at 2°C–3°C (medium confidence) and including several months in most years at 3°C–5°C ,The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered shared socioeconomic pathway (SSP) scenarios; such disappearance including several months in most years at 3°C–5°C,high,2,test,"Sea Ice LossRKR-A, B, H; RFC1,3,5Arctic sea ice area decreased for all months since 1970s; strongest decrease in summer (very high confidence). Arctic sea ice younger, thinner and faster moving (very high confidence). Current pan-Arctic sea ice levels unprecedented since 1850 (high confidence). Low confidence in all aspects of Antarctic sea ice prior to the satellite era. Antarctic sea ice area experienced little net change since 1979 (high confidence). The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance consistently occurring in most years at 2°C–3°C (medium confidence) and including several months in most years at 3°C–5°C (high confidence).Sections 2.3.2, 4.3.2.1, 9.3.1, 9.3.2, 12.4.9; Figures 4.2c, 4.5. Permafrost ThawRKR-A,C; RFC3,5Increases in permafrost temperatures in the upper 30 m over the past three to four decades throughout the permafrost regions (high confidence).",False,high,high,"[('high', -0.27654526, 75.84), ('High', -1.7813823, 16.84), ('very', -3.20106, 4.07), ('medium', -3.8906047, 2.04), ('Very', -5.0213475, 0.66)]",high,high,"[('high', -0.3310575, 71.82), ('High', -1.523366, 21.8), ('very', -3.3982573, 3.34), ('medium', -4.0849504, 1.68), ('Very', -4.911275, 0.74)]",high,high,"[('high', -0.37578103, 68.68), ('High', -1.2875128, 27.6), ('very', -4.2183867, 1.47), ('medium', -4.466111, 1.15), ('Medium', -5.2282286, 0.54)]",High,high,"[('High', -0.7060428, 49.36), ('high', -0.75974613, 46.78), ('very', -4.2991786, 1.36), ('Very', -4.524694, 1.08), ('Medium', -4.8681483, 0.77)]",high,high,"[('high', -0.1402449, 86.91), ('High', -2.5916743, 7.49), ('medium', -3.3405356, 3.54), ('very', -4.138143, 1.6), ('Medium', -5.860275, 0.29)]"
2095,2095,87,2095,AR6_WGI,1876,18,"Northern Hemisphere (NH) Spring Snow CoverRKR-G, RFC1,3Substantial reductions in spring snow cover extent in the NH since 1978 ",Spring Snow Cover has seen substantial reductions in spring snow cover extent in the Northern Hemisphere since 1978,very high,3,test,"GMSL increase over the 20th century faster than over any preceding century in at least the last three millennia (high confidence).Up to 2050, limited scenario/GWL dependency (likely sea level rise about 0.15–0.30 m). By 2100, likely GMSL rise with respect to 1995–2014 of 0.51 (0.40–0.69) m, 0.62 (0.50–0.81) m and 0.70 (0.58–0.91) m for, respectively, GWLs of 2.0°C, 3.0°C, and 4.0°C (medium confidence). Deep uncertainty in projections for GWLs >3°C because of ice-sheet behaviour. For example, incorporation of low confidence ice-sheet processes under SSP5-8.5 (approximately 5°C) leads to a rise of 0.6-1.6 m rather than 0.7–1.1 m.Sections 9.6.1.2, 9.6.3.3, 9.6.3.4, 12.4. Sea-Level Change Commitment (2,000 years after peak GWL)RFC5GMSL commitment (over the 2000-year-long period following peak warming) of 2–6 m for 2°C peak warming, 4–10 m for 3°C peak warming, 12–16 m for 4°C peak warming, and 19–22 m for 5°C peak warming (medium agreement, limited evidence).Section 9.6.3.5. Northern Hemisphere (NH) Spring Snow CoverRKR-G, RFC1,3Substantial reductions in spring snow cover extent in the NH since 1978 (very high confidence). Since 1981, general decline in NH spring snow water equivalent (high confidence).Linear change of NH snow cover in spring of about 8% (area) per °C ofglobal warming (for GWLs <4°C).",False,High,high,"[('High', -0.21253213, 80.85), ('high', -1.7409517, 17.54), ('Medium', -4.5732975, 1.03), ('Very', -6.0732174, 0.23), ('medium', -6.4529037, 0.16)]",High,high,"[('High', -0.21253213, 80.85), ('high', -1.7409517, 17.54), ('Medium', -4.5732975, 1.03), ('Very', -6.0732174, 0.23), ('medium', -6.4529037, 0.16)]",High,high,"[('High', -0.038580485, 96.22), ('high', -3.853148, 2.12), ('Medium', -4.337363, 1.31), ('Very', -5.8767514, 0.28), ('medium', -8.273789, 0.03)]",High,high,"[('High', -0.21253213, 80.85), ('high', -1.7409517, 17.54), ('Medium', -4.5732975, 1.03), ('Very', -6.0732174, 0.23), ('medium', -6.4529037, 0.16)]",high,high,"[('high', -0.042919476, 95.8), ('High', -3.316418, 3.63), ('medium', -5.587582, 0.37), ('very', -6.4981256, 0.15), ('Medium', -8.493486, 0.02)]"
2115,2115,88,2115,AR6_WGI,1947,16,"Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America ","Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America",high,2,test,"{Figure Atlas.11, Interactive Atlas, Atlas.3.1, Atlas.4.2, Atlas.5.1.2, Atlas.5.2.2, Atlas.5.3.2, Atlas.5.4.2, Atlas.5.5.2, Atlas.6.1.2, Atlas.6.2.2, Atlas.7.2, Atlas.8.2, Atlas.9.2, Atlas.10.2, Atlas.11.1.2, Atlas.11.2.2} Significant positive trends in precipitation have been observed in most of North Asia, parts of West Central Asia, South-Eastern South America, Northern Europe, Eastern North America, Western Antarctica and the Arctic (medium confidence). Significant negative trends have been observed in the Horn of Africa and south-west of the state of Western Australia (high confidence), parts of the Russian Far East, some parts of the Mediterranean and of the Caribbean, south-east and north-east Brazil, and southern Africa (medium confidence), with the trend in southern Africa attributed to anthropogenic (human-caused) warming of the Indian Ocean. In many other land areas there are no significant trends in annual precipitation over the period 1960–2015 though increases in average precipitation intensity have been observed in the Sahel and South East Asia (medium confidence). {Figure Atlas.11, Interactive Atlas, Atlas.3.1, Atlas.4.2, Atlas.5.1.2, Atlas.5.2.2, Atlas.5.3.2, Atlas.5.4.2, Atlas.5.5.2, Atlas.6.1.2, Atlas.6.2.2, Atlas.7.2, Atlas.8.2, Atlas.9.2, Atlas.10.2, Atlas.11.1.2, Atlas.11.2.2}The observed warming trends are projected to continue over the 21st century (high confidence) and over most land regions at a rate higher than the global average. At a global warming level of 4°C (i.e., relative to an 1850–1900 baseline) it is likely that most land areas will experience a further warming (from a 1995–2014 baseline) of at least 3°C and in some areas significantly more, including increases of 4°C–6°C in the Sahara/Sahel; South West, Central and North Asia; Northern South America and Amazonia; Western and Central, and Eastern Europe; and Western, Central and Eastern North America; and up to 8°C or more in some Arctic regions. Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America (high confidence). Ranges of regional warming for global warming levels of 1.5°C, 2°C, 3°C and 4°C, and for other time periods and emissions scenarios are available in the Interactive Atlas from Coupled Model Intercomparison Project Phases 5 and 6 (CMIP5, CMIP6) and Coordinated Regional Climate Downscaling Experiment (CORDEX) projections.",False,medium,medium,"[('medium', -0.602021, 54.77), ('Medium', -1.5424964, 21.38), ('high', -1.9264076, 14.57), ('High', -2.396508, 9.1), ('very', -7.586526, 0.05)]",medium,medium,"[('medium', -1.053791, 34.86), ('high', -1.287159, 27.61), ('Medium', -1.6761684, 18.71), ('High', -1.6836224, 18.57), ('very', -6.755516, 0.12)]",medium,medium,"[('medium', -1.053791, 34.86), ('high', -1.287159, 27.61), ('Medium', -1.6761684, 18.71), ('High', -1.6836224, 18.57), ('very', -6.755516, 0.12)]",medium,medium,"[('medium', -1.053791, 34.86), ('high', -1.287159, 27.61), ('Medium', -1.6761684, 18.71), ('High', -1.6836224, 18.57), ('very', -6.755516, 0.12)]",medium,medium,"[('medium', -1.053791, 34.86), ('high', -1.287159, 27.61), ('Medium', -1.6761684, 18.71), ('High', -1.6836224, 18.57), ('very', -6.755516, 0.12)]"
